"","YEAR_MONTH","DAY_TYPE","TIME_PER_HOUR","PT_TYPE","PT_CODE","TOTAL_TAP_IN_VOLUME","TOTAL_TAP_OUT_VOLUME"
"135488","2019-09","WEEKDAY",9,"BUS",64101,1127,1025
"135492","2019-09","WEEKDAY",15,"BUS",64101,2945,2087
"135495","2019-09","WEEKDAY",23,"BUS",64101,470,1648
"135499","2019-09","WEEKDAY",21,"BUS",64101,1084,2958
"135500","2019-09","WEEKDAY",14,"BUS",64101,1982,1968
"135503","2019-09","WEEKDAY",8,"BUS",64101,2071,2001
"135505","2019-09","WEEKDAY",10,"BUS",64101,1352,769
"135507","2019-09","WEEKDAY",16,"BUS",64101,2396,2206
"135508","2019-09","WEEKDAY",6,"BUS",64101,2309,1126
"135511","2019-09","WEEKDAY",17,"BUS",64101,2642,3046
"135512","2019-09","WEEKDAY",5,"BUS",64101,123,7
"135514","2019-09","WEEKDAY",0,"BUS",64101,93,404
"135515","2019-09","WEEKDAY",20,"BUS",64101,1261,3317
"135518","2019-09","WEEKDAY",22,"BUS",64101,874,2940
"135519","2019-09","WEEKDAY",13,"BUS",64101,3184,1641
"135521","2019-09","WEEKDAY",7,"BUS",64101,3090,3127
"135524","2019-09","WEEKDAY",10,"BUS",64109,1779,895
"135526","2019-09","WEEKDAY",23,"BUS",64109,215,404
"135528","2019-09","WEEKDAY",17,"BUS",64109,2171,1512
"135529","2019-09","WEEKDAY",5,"BUS",64109,627,174
"135532","2019-09","WEEKDAY",14,"BUS",64109,1284,1171
"135534","2019-09","WEEKDAY",20,"BUS",64109,933,1029
"135536","2019-09","WEEKDAY",12,"BUS",64109,1653,1200
"135538","2019-09","WEEKDAY",22,"BUS",64109,527,786
"135539","2019-09","WEEKDAY",13,"BUS",64109,1687,1441
"135541","2019-09","WEEKDAY",16,"BUS",64109,1548,1338
"135543","2019-09","WEEKDAY",18,"BUS",64109,2783,2153
"135545","2019-09","WEEKDAY",21,"BUS",64109,566,858
"135548","2019-09","WEEKDAY",9,"BUS",64109,2128,1204
"135549","2019-09","WEEKDAY",6,"BUS",64109,2858,2577
"135552","2019-09","WEEKDAY",8,"BUS",64109,4158,3234
"135554","2019-09","WEEKDAY",0,"BUS",64109,22,123
"135556","2019-09","WEEKDAY",11,"BUS",64109,1345,742
"135558","2019-09","WEEKDAY",15,"BUS",64109,1549,1144
"135559","2019-09","WEEKDAY",19,"BUS",64109,1226,1536
"135561","2019-09","WEEKDAY",7,"BUS",64109,6184,6638
"135563","2019-09","WEEKDAY",20,"BUS",64111,1671,2994
"135565","2019-09","WEEKDAY",14,"BUS",64111,1283,1864
"135567","2019-09","WEEKDAY",6,"BUS",64111,3254,2698
"135570","2019-09","WEEKDAY",10,"BUS",64111,1683,1754
"135572","2019-09","WEEKDAY",5,"BUS",64111,240,183
"135573","2019-09","WEEKDAY",19,"BUS",64111,3434,5115
"135575","2019-09","WEEKDAY",8,"BUS",64111,4944,10458
"135578","2019-09","WEEKDAY",9,"BUS",64111,2255,4154
"135580","2019-09","WEEKDAY",18,"BUS",64111,6185,5302
"135581","2019-09","WEEKDAY",0,"BUS",64111,131,587
"135584","2019-09","WEEKDAY",22,"BUS",64111,1001,2190
"135586","2019-09","WEEKDAY",7,"BUS",64111,4568,5624
"135589","2019-09","WEEKDAY",16,"BUS",64111,2006,1989
"135591","2019-09","WEEKDAY",15,"BUS",64111,1583,1658
"135592","2019-09","WEEKDAY",11,"BUS",64111,1824,1460
"135594","2019-09","WEEKDAY",23,"BUS",64111,624,1549
"135597","2019-09","WEEKDAY",12,"BUS",64111,1761,1522
"135599","2019-09","WEEKDAY",13,"BUS",64111,1607,1884
"135601","2019-09","WEEKDAY",21,"BUS",64111,1327,2500
"135602","2019-09","WEEKDAY",17,"BUS",64111,5672,2985
"135605","2019-09","WEEKDAY",5,"BUS",64119,1333,310
"135607","2019-09","WEEKDAY",7,"BUS",64119,9431,4544
"135609","2019-09","WEEKDAY",11,"BUS",64119,2966,1209
"135611","2019-09","WEEKDAY",19,"BUS",64119,4076,3466
"135612","2019-09","WEEKDAY",23,"BUS",64119,590,729
"135615","2019-09","WEEKDAY",17,"BUS",64119,6420,3495
"135617","2019-09","WEEKDAY",18,"BUS",64119,9085,5709
"135619","2019-09","WEEKDAY",22,"BUS",64119,969,1515
"135621","2019-09","WEEKDAY",9,"BUS",64119,4099,2725
"135623","2019-09","WEEKDAY",21,"BUS",64119,1404,1565
"135624","2019-09","WEEKDAY",8,"BUS",64119,7961,6218
"135626","2019-09","WEEKDAY",10,"BUS",64119,3026,1505
"135628","2019-09","WEEKDAY",13,"BUS",64119,2346,1460
"135630","2019-09","WEEKDAY",20,"BUS",64119,2060,2002
"135633","2019-09","WEEKDAY",6,"BUS",64119,5357,2216
"135635","2019-09","WEEKDAY",14,"BUS",64119,2009,1497
"135637","2019-09","WEEKDAY",0,"BUS",64119,73,136
"135638","2019-09","WEEKDAY",15,"BUS",64119,2434,1902
"135641","2019-09","WEEKDAY",12,"BUS",64119,2773,1448
"135642","2019-09","WEEKDAY",16,"BUS",64119,3208,2430
"135644","2019-09","WEEKDAY",7,"BUS",64121,1420,439
"135647","2019-09","WEEKDAY",20,"BUS",64121,465,725
"135649","2019-09","WEEKDAY",10,"BUS",64121,392,206
"135651","2019-09","WEEKDAY",19,"BUS",64121,856,1056
"135653","2019-09","WEEKDAY",9,"BUS",64121,541,313
"135655","2019-09","WEEKDAY",8,"BUS",64121,919,612
"135658","2019-09","WEEKDAY",22,"BUS",64121,280,549
"135660","2019-09","WEEKDAY",14,"BUS",64121,393,404
"135661","2019-09","WEEKDAY",23,"BUS",64121,114,416
"135664","2019-09","WEEKDAY",0,"BUS",64121,25,154
"135666","2019-09","WEEKDAY",13,"BUS",64121,433,330
"135667","2019-09","WEEKDAY",6,"BUS",64121,994,413
"135670","2019-09","WEEKDAY",15,"BUS",64121,397,418
"135672","2019-09","WEEKDAY",11,"BUS",64121,436,262
"135674","2019-09","WEEKDAY",18,"BUS",64121,1535,1233
"135677","2019-09","WEEKDAY",21,"BUS",64121,383,545
"135678","2019-09","WEEKDAY",12,"BUS",64121,551,322
"135680","2019-09","WEEKDAY",16,"BUS",64121,647,524
"135683","2019-09","WEEKDAY",17,"BUS",64121,1054,688
"135684","2019-09","WEEKDAY",22,"BUS",64129,223,574
"135686","2019-09","WEEKDAY",14,"BUS",64129,689,466
"135688","2019-09","WEEKDAY",19,"BUS",64129,717,828
"135691","2019-09","WEEKDAY",7,"BUS",64129,4686,1124
"135692","2019-09","WEEKDAY",16,"BUS",64129,705,642
"135695","2019-09","WEEKDAY",13,"BUS",64129,948,559
"135696","2019-09","WEEKDAY",20,"BUS",64129,375,636
"135699","2019-09","WEEKDAY",5,"BUS",64129,751,36
"135701","2019-09","WEEKDAY",11,"BUS",64129,839,315
"135703","2019-09","WEEKDAY",10,"BUS",64129,1286,382
"135707","2019-09","WEEKDAY",15,"BUS",64129,723,463
"135709","2019-09","WEEKDAY",21,"BUS",64129,237,569
"135710","2019-09","WEEKDAY",17,"BUS",64129,1030,940
"135713","2019-09","WEEKDAY",18,"BUS",64129,1149,1242
"135715","2019-09","WEEKDAY",23,"BUS",64129,126,230
"135716","2019-09","WEEKDAY",8,"BUS",64129,3097,2061
"135718","2019-09","WEEKDAY",12,"BUS",64129,903,415
"135721","2019-09","WEEKDAY",6,"BUS",64129,2973,616
"135722","2019-09","WEEKDAY",9,"BUS",64129,1630,830
"135725","2019-09","WEEKDAY",19,"BUS",64131,113,40
"135742","2019-09","WEEKDAY",18,"BUS",64131,279,21
"135745","2019-09","WEEKDAY",6,"BUS",64131,43,115
"135746","2019-09","WEEKDAY",8,"BUS",64131,166,192
"135748","2019-09","WEEKDAY",17,"BUS",64131,195,21
"135756","2019-09","WEEKDAY",9,"BUS",64131,133,74
"135759","2019-09","WEEKDAY",7,"BUS",64131,255,132
"135798","2019-09","WEEKDAY",10,"BUS",64141,26,129
"135800","2019-09","WEEKDAY",7,"BUS",64141,10,1765
"135802","2019-09","WEEKDAY",14,"BUS",64141,32,116
"135803","2019-09","WEEKDAY",19,"BUS",64141,335,135
"135805","2019-09","WEEKDAY",9,"BUS",64141,48,576
"135811","2019-09","WEEKDAY",11,"BUS",64141,17,230
"135813","2019-09","WEEKDAY",6,"BUS",64141,19,734
"135817","2019-09","WEEKDAY",13,"BUS",64141,19,143
"135818","2019-09","WEEKDAY",8,"BUS",64141,99,2026
"135820","2019-09","WEEKDAY",17,"BUS",64141,497,28
"135822","2019-09","WEEKDAY",16,"BUS",64141,106,14
"135824","2019-09","WEEKDAY",18,"BUS",64141,865,41
"135826","2019-09","WEEKDAY",21,"BUS",64141,237,45
"135829","2019-09","WEEKDAY",20,"BUS",64141,694,81
"135832","2019-09","WEEKDAY",6,"BUS",64149,35,217
"135837","2019-09","WEEKDAY",22,"BUS",64149,131,6
"135839","2019-09","WEEKDAY",20,"BUS",64149,631,49
"135842","2019-09","WEEKDAY",8,"BUS",64149,127,1133
"135847","2019-09","WEEKDAY",16,"BUS",64149,283,5
"135849","2019-09","WEEKDAY",19,"BUS",64149,446,87
"135850","2019-09","WEEKDAY",17,"BUS",64149,1175,9
"135854","2019-09","WEEKDAY",9,"BUS",64149,204,168
"135857","2019-09","WEEKDAY",7,"BUS",64149,22,915
"135863","2019-09","WEEKDAY",15,"BUS",64149,323,6
"135867","2019-09","WEEKDAY",21,"BUS",64149,486,3
"135869","2019-09","WEEKDAY",18,"BUS",64149,1088,34
"135872","2019-09","WEEKDAY",6,"BUS",64151,41,669
"135873","2019-09","WEEKDAY",15,"BUS",64151,115,76
"135875","2019-09","WEEKDAY",22,"BUS",64151,240,73
"135878","2019-09","WEEKDAY",18,"BUS",64151,1132,94
"135879","2019-09","WEEKDAY",9,"BUS",64151,45,788
"135882","2019-09","WEEKDAY",20,"BUS",64151,185,54
"135884","2019-09","WEEKDAY",19,"BUS",64151,437,94
"135885","2019-09","WEEKDAY",16,"BUS",64151,257,35
"135888","2019-09","WEEKDAY",7,"BUS",64151,99,1732
"135889","2019-09","WEEKDAY",14,"BUS",64151,26,159
"135892","2019-09","WEEKDAY",8,"BUS",64151,92,2957
"135893","2019-09","WEEKDAY",12,"BUS",64151,78,179
"135895","2019-09","WEEKDAY",17,"BUS",64151,429,84
"135897","2019-09","WEEKDAY",13,"BUS",64151,39,267
"135905","2019-09","WEEKDAY",21,"BUS",64151,324,78
"135907","2019-09","WEEKDAY",10,"BUS",64151,36,171
"135909","2019-09","WEEKDAY",11,"BUS",64159,120,54
"135911","2019-09","WEEKDAY",22,"BUS",64159,595,70
"135913","2019-09","WEEKDAY",13,"BUS",64159,129,102
"135914","2019-09","WEEKDAY",18,"BUS",64159,1736,18
"135916","2019-09","WEEKDAY",17,"BUS",64159,904,12
"135920","2019-09","WEEKDAY",21,"BUS",64159,507,32
"135922","2019-09","WEEKDAY",10,"BUS",64159,71,109
"135924","2019-09","WEEKDAY",6,"BUS",64159,105,297
"135927","2019-09","WEEKDAY",15,"BUS",64159,165,4
"135930","2019-09","WEEKDAY",19,"BUS",64159,598,56
"135933","2019-09","WEEKDAY",20,"BUS",64159,615,40
"135935","2019-09","WEEKDAY",7,"BUS",64159,111,881
"135938","2019-09","WEEKDAY",16,"BUS",64159,271,10
"135940","2019-09","WEEKDAY",12,"BUS",64159,203,54
"135942","2019-09","WEEKDAY",8,"BUS",64159,122,1630
"135944","2019-09","WEEKDAY",9,"BUS",64159,75,225
"135946","2019-09","WEEKDAY",14,"BUS",64159,107,31
"135947","2019-09","WEEKDAY",8,"BUS",64161,99,698
"135951","2019-09","WEEKDAY",9,"BUS",64161,23,433
"135953","2019-09","WEEKDAY",6,"BUS",64161,51,297
"135959","2019-09","WEEKDAY",16,"BUS",64161,118,45
"135961","2019-09","WEEKDAY",21,"BUS",64161,132,16
"135964","2019-09","WEEKDAY",19,"BUS",64161,312,134
"135967","2019-09","WEEKDAY",17,"BUS",64161,662,20
"135970","2019-09","WEEKDAY",18,"BUS",64161,898,35
"135972","2019-09","WEEKDAY",7,"BUS",64161,43,1105
"135977","2019-09","WEEKDAY",20,"BUS",64161,286,32
"135986","2019-09","WEEKDAY",6,"BUS",64169,41,154
"135987","2019-09","WEEKDAY",17,"BUS",64169,840,27
"135989","2019-09","WEEKDAY",16,"BUS",64169,146,18
"135993","2019-09","WEEKDAY",15,"BUS",64169,131,23
"135998","2019-09","WEEKDAY",18,"BUS",64169,1106,30
"136002","2019-09","WEEKDAY",8,"BUS",64169,125,789
"136008","2019-09","WEEKDAY",21,"BUS",64169,147,30
"136010","2019-09","WEEKDAY",19,"BUS",64169,442,69
"136014","2019-09","WEEKDAY",7,"BUS",64169,16,664
"136016","2019-09","WEEKDAY",20,"BUS",64169,304,16
"136019","2019-09","WEEKDAY",9,"BUS",64169,23,219
"136081","2019-09","WEEKDAY",18,"BUS",64179,143,3
"136192","2019-09","WEEKDAY",5,"BUS",64201,344,166
"136194","2019-09","WEEKDAY",8,"BUS",64201,2303,1968
"136196","2019-09","WEEKDAY",21,"BUS",64201,1189,1059
"136199","2019-09","WEEKDAY",6,"BUS",64201,2109,1366
"136200","2019-09","WEEKDAY",16,"BUS",64201,1493,1343
"136202","2019-09","WEEKDAY",9,"BUS",64201,1346,1115
"136205","2019-09","WEEKDAY",11,"BUS",64201,1093,1033
"136207","2019-09","WEEKDAY",17,"BUS",64201,2555,2052
"136211","2019-09","WEEKDAY",18,"BUS",64201,3414,2691
"136212","2019-09","WEEKDAY",20,"BUS",64201,1436,1312
"136214","2019-09","WEEKDAY",22,"BUS",64201,868,789
"136216","2019-09","WEEKDAY",13,"BUS",64201,1449,947
"136218","2019-09","WEEKDAY",23,"BUS",64201,491,423
"136220","2019-09","WEEKDAY",14,"BUS",64201,1242,1036
"136222","2019-09","WEEKDAY",10,"BUS",64201,1081,917
"136224","2019-09","WEEKDAY",7,"BUS",64201,2878,2196
"136226","2019-09","WEEKDAY",19,"BUS",64201,2230,1887
"136228","2019-09","WEEKDAY",12,"BUS",64201,1411,1122
"136231","2019-09","WEEKDAY",15,"BUS",64201,1257,1050
"136232","2019-09","WEEKDAY",22,"BUS",64209,463,790
"136235","2019-09","WEEKDAY",15,"BUS",64209,606,912
"136237","2019-09","WEEKDAY",8,"BUS",64209,1711,2824
"136239","2019-09","WEEKDAY",14,"BUS",64209,571,657
"136241","2019-09","WEEKDAY",12,"BUS",64209,612,932
"136243","2019-09","WEEKDAY",21,"BUS",64209,566,976
"136245","2019-09","WEEKDAY",10,"BUS",64209,749,1015
"136249","2019-09","WEEKDAY",19,"BUS",64209,1515,1825
"136250","2019-09","WEEKDAY",6,"BUS",64209,1220,1650
"136252","2019-09","WEEKDAY",7,"BUS",64209,1775,2809
"136254","2019-09","WEEKDAY",23,"BUS",64209,308,572
"136257","2019-09","WEEKDAY",20,"BUS",64209,977,1341
"136259","2019-09","WEEKDAY",17,"BUS",64209,1970,1941
"136261","2019-09","WEEKDAY",11,"BUS",64209,596,833
"136262","2019-09","WEEKDAY",13,"BUS",64209,606,893
"136267","2019-09","WEEKDAY",5,"BUS",64209,185,238
"136269","2019-09","WEEKDAY",18,"BUS",64209,2534,2485
"136270","2019-09","WEEKDAY",9,"BUS",64209,1146,1556
"136272","2019-09","WEEKDAY",16,"BUS",64209,932,1212
"136275","2019-09","WEEKDAY",9,"BUS",64211,16,108
"136281","2019-09","WEEKDAY",7,"BUS",64211,121,210
"136294","2019-09","WEEKDAY",6,"BUS",64211,79,400
"136298","2019-09","WEEKDAY",18,"BUS",64211,126,53
"136306","2019-09","WEEKDAY",17,"BUS",64211,103,24
"136313","2019-09","WEEKDAY",8,"BUS",64211,79,194
"136321","2019-09","WEEKDAY",17,"BUS",64219,126,48
"136331","2019-09","WEEKDAY",21,"BUS",64219,103,33
"136334","2019-09","WEEKDAY",18,"BUS",64219,242,56
"136341","2019-09","WEEKDAY",19,"BUS",64219,219,76
"136348","2019-09","WEEKDAY",20,"BUS",64219,137,18
"136358","2019-09","WEEKDAY",6,"BUS",64221,135,204
"136379","2019-09","WEEKDAY",9,"BUS",64221,11,196
"136383","2019-09","WEEKDAY",18,"BUS",64221,168,43
"136387","2019-09","WEEKDAY",8,"BUS",64221,86,954
"136390","2019-09","WEEKDAY",7,"BUS",64221,66,437
"136393","2019-09","WEEKDAY",17,"BUS",64221,169,24
"136394","2019-09","WEEKDAY",18,"BUS",64229,614,234
"136398","2019-09","WEEKDAY",22,"BUS",64229,21,162
"136401","2019-09","WEEKDAY",7,"BUS",64229,114,645
"136402","2019-09","WEEKDAY",19,"BUS",64229,290,118
"136407","2019-09","WEEKDAY",16,"BUS",64229,278,85
"136413","2019-09","WEEKDAY",6,"BUS",64229,43,209
"136416","2019-09","WEEKDAY",17,"BUS",64229,748,196
"136419","2019-09","WEEKDAY",20,"BUS",64229,134,96
"136420","2019-09","WEEKDAY",10,"BUS",64229,69,103
"136423","2019-09","WEEKDAY",8,"BUS",64229,125,629
"136431","2019-09","WEEKDAY",9,"BUS",64229,173,200
"136435","2019-09","WEEKDAY",11,"BUS",64231,660,295
"136437","2019-09","WEEKDAY",18,"BUS",64231,707,1435
"136439","2019-09","WEEKDAY",16,"BUS",64231,539,685
"136441","2019-09","WEEKDAY",9,"BUS",64231,983,261
"136443","2019-09","WEEKDAY",22,"BUS",64231,122,574
"136446","2019-09","WEEKDAY",5,"BUS",64231,114,0
"136448","2019-09","WEEKDAY",20,"BUS",64231,254,818
"136449","2019-09","WEEKDAY",19,"BUS",64231,628,1182
"136452","2019-09","WEEKDAY",10,"BUS",64231,768,288
"136455","2019-09","WEEKDAY",17,"BUS",64231,617,746
"136457","2019-09","WEEKDAY",13,"BUS",64231,581,419
"136459","2019-09","WEEKDAY",7,"BUS",64231,1841,228
"136462","2019-09","WEEKDAY",14,"BUS",64231,520,436
"136463","2019-09","WEEKDAY",21,"BUS",64231,230,741
"136465","2019-09","WEEKDAY",15,"BUS",64231,436,529
"136468","2019-09","WEEKDAY",23,"BUS",64231,35,209
"136470","2019-09","WEEKDAY",12,"BUS",64231,609,345
"136472","2019-09","WEEKDAY",8,"BUS",64231,1884,223
"136473","2019-09","WEEKDAY",6,"BUS",64231,1324,101
"136476","2019-09","WEEKDAY",11,"BUS",64239,276,227
"136477","2019-09","WEEKDAY",16,"BUS",64239,194,497
"136479","2019-09","WEEKDAY",8,"BUS",64239,1011,282
"136483","2019-09","WEEKDAY",13,"BUS",64239,231,278
"136486","2019-09","WEEKDAY",21,"BUS",64239,139,495
"136487","2019-09","WEEKDAY",14,"BUS",64239,241,406
"136489","2019-09","WEEKDAY",6,"BUS",64239,700,142
"136491","2019-09","WEEKDAY",20,"BUS",64239,185,624
"136493","2019-09","WEEKDAY",17,"BUS",64239,203,524
"136495","2019-09","WEEKDAY",23,"BUS",64239,26,221
"136497","2019-09","WEEKDAY",5,"BUS",64239,144,16
"136500","2019-09","WEEKDAY",15,"BUS",64239,218,437
"136501","2019-09","WEEKDAY",18,"BUS",64239,282,795
"136504","2019-09","WEEKDAY",9,"BUS",64239,459,158
"136506","2019-09","WEEKDAY",10,"BUS",64239,363,194
"136507","2019-09","WEEKDAY",7,"BUS",64239,1096,353
"136509","2019-09","WEEKDAY",19,"BUS",64239,290,953
"136511","2019-09","WEEKDAY",12,"BUS",64239,229,272
"136513","2019-09","WEEKDAY",22,"BUS",64239,70,336
"136516","2019-09","WEEKDAY",12,"BUS",64241,1380,668
"136518","2019-09","WEEKDAY",18,"BUS",64241,981,2680
"136519","2019-09","WEEKDAY",16,"BUS",64241,870,1037
"136521","2019-09","WEEKDAY",11,"BUS",64241,1302,632
"136524","2019-09","WEEKDAY",21,"BUS",64241,427,898
"136525","2019-09","WEEKDAY",6,"BUS",64241,2580,221
"136528","2019-09","WEEKDAY",7,"BUS",64241,4207,501
"136530","2019-09","WEEKDAY",19,"BUS",64241,836,2097
"136532","2019-09","WEEKDAY",13,"BUS",64241,1567,729
"136534","2019-09","WEEKDAY",15,"BUS",64241,924,741
"136536","2019-09","WEEKDAY",14,"BUS",64241,994,745
"136538","2019-09","WEEKDAY",23,"BUS",64241,143,563
"136540","2019-09","WEEKDAY",8,"BUS",64241,3549,533
"136541","2019-09","WEEKDAY",10,"BUS",64241,1548,501
"136544","2019-09","WEEKDAY",17,"BUS",64241,1054,1794
"136547","2019-09","WEEKDAY",20,"BUS",64241,537,1224
"136551","2019-09","WEEKDAY",9,"BUS",64241,2292,537
"136552","2019-09","WEEKDAY",22,"BUS",64241,242,895
"136554","2019-09","WEEKDAY",5,"BUS",64249,608,168
"136557","2019-09","WEEKDAY",19,"BUS",64249,425,2119
"136558","2019-09","WEEKDAY",22,"BUS",64249,195,1091
"136560","2019-09","WEEKDAY",7,"BUS",64249,4410,569
"136563","2019-09","WEEKDAY",16,"BUS",64249,397,1523
"136565","2019-09","WEEKDAY",6,"BUS",64249,2547,435
"136566","2019-09","WEEKDAY",18,"BUS",64249,511,2366
"136568","2019-09","WEEKDAY",13,"BUS",64249,651,837
"136570","2019-09","WEEKDAY",23,"BUS",64249,93,494
"136573","2019-09","WEEKDAY",8,"BUS",64249,3280,633
"136574","2019-09","WEEKDAY",20,"BUS",64249,374,1242
"136579","2019-09","WEEKDAY",14,"BUS",64249,442,1009
"136581","2019-09","WEEKDAY",9,"BUS",64249,1438,618
"136583","2019-09","WEEKDAY",12,"BUS",64249,574,655
"136584","2019-09","WEEKDAY",15,"BUS",64249,407,1037
"136587","2019-09","WEEKDAY",21,"BUS",64249,211,1166
"136588","2019-09","WEEKDAY",17,"BUS",64249,470,1612
"136591","2019-09","WEEKDAY",11,"BUS",64249,572,612
"136592","2019-09","WEEKDAY",10,"BUS",64249,898,616
"136596","2019-09","WEEKDAY",7,"BUS",64251,819,1
"136600","2019-09","WEEKDAY",16,"BUS",64301,173,410
"136601","2019-09","WEEKDAY",21,"BUS",64301,30,516
"136603","2019-09","WEEKDAY",6,"BUS",64301,228,5
"136605","2019-09","WEEKDAY",22,"BUS",64301,24,411
"136608","2019-09","WEEKDAY",15,"BUS",64301,127,339
"136610","2019-09","WEEKDAY",20,"BUS",64301,63,605
"136612","2019-09","WEEKDAY",13,"BUS",64301,234,299
"136613","2019-09","WEEKDAY",18,"BUS",64301,136,590
"136616","2019-09","WEEKDAY",8,"BUS",64301,396,67
"136617","2019-09","WEEKDAY",12,"BUS",64301,151,317
"136622","2019-09","WEEKDAY",23,"BUS",64301,2,256
"136624","2019-09","WEEKDAY",17,"BUS",64301,162,512
"136625","2019-09","WEEKDAY",7,"BUS",64301,328,39
"136628","2019-09","WEEKDAY",5,"BUS",64301,108,0
"136630","2019-09","WEEKDAY",14,"BUS",64301,163,303
"136632","2019-09","WEEKDAY",19,"BUS",64301,113,849
"136634","2019-09","WEEKDAY",10,"BUS",64301,222,164
"136635","2019-09","WEEKDAY",9,"BUS",64301,297,190
"136638","2019-09","WEEKDAY",11,"BUS",64301,182,278
"136640","2019-09","WEEKDAY",12,"BUS",64309,105,111
"136641","2019-09","WEEKDAY",9,"BUS",64309,195,30
"136645","2019-09","WEEKDAY",7,"BUS",64309,355,17
"136647","2019-09","WEEKDAY",19,"BUS",64309,72,176
"136650","2019-09","WEEKDAY",14,"BUS",64309,137,189
"136654","2019-09","WEEKDAY",8,"BUS",64309,284,25
"136656","2019-09","WEEKDAY",10,"BUS",64309,180,53
"136657","2019-09","WEEKDAY",20,"BUS",64309,52,135
"136659","2019-09","WEEKDAY",15,"BUS",64309,115,176
"136661","2019-09","WEEKDAY",11,"BUS",64309,133,112
"136664","2019-09","WEEKDAY",17,"BUS",64309,198,194
"136665","2019-09","WEEKDAY",22,"BUS",64309,34,166
"136667","2019-09","WEEKDAY",6,"BUS",64309,353,3
"136669","2019-09","WEEKDAY",13,"BUS",64309,152,150
"136673","2019-09","WEEKDAY",21,"BUS",64309,33,162
"136676","2019-09","WEEKDAY",18,"BUS",64309,104,206
"136678","2019-09","WEEKDAY",16,"BUS",64309,112,192
"136679","2019-09","WEEKDAY",17,"BUS",64311,103,40
"136684","2019-09","WEEKDAY",10,"BUS",64311,112,33
"136688","2019-09","WEEKDAY",7,"BUS",64311,196,116
"136697","2019-09","WEEKDAY",9,"BUS",64311,154,44
"136710","2019-09","WEEKDAY",8,"BUS",64311,407,66
"136714","2019-09","WEEKDAY",11,"BUS",64311,139,21
"136721","2019-09","WEEKDAY",14,"BUS",64319,18,169
"136724","2019-09","WEEKDAY",16,"BUS",64319,30,170
"136725","2019-09","WEEKDAY",21,"BUS",64319,32,244
"136730","2019-09","WEEKDAY",23,"BUS",64319,0,157
"136734","2019-09","WEEKDAY",15,"BUS",64319,26,129
"136740","2019-09","WEEKDAY",18,"BUS",64319,72,241
"136741","2019-09","WEEKDAY",19,"BUS",64319,47,328
"136743","2019-09","WEEKDAY",17,"BUS",64319,50,184
"136747","2019-09","WEEKDAY",20,"BUS",64319,16,241
"136749","2019-09","WEEKDAY",7,"BUS",64319,110,54
"136752","2019-09","WEEKDAY",13,"BUS",64319,19,118
"136756","2019-09","WEEKDAY",22,"BUS",64319,3,204
"136758","2019-09","WEEKDAY",8,"BUS",64319,145,58
"136759","2019-09","WEEKDAY",10,"BUS",64321,251,150
"136762","2019-09","WEEKDAY",15,"BUS",64321,135,379
"136764","2019-09","WEEKDAY",7,"BUS",64321,525,90
"136766","2019-09","WEEKDAY",21,"BUS",64321,62,246
"136768","2019-09","WEEKDAY",17,"BUS",64321,261,467
"136770","2019-09","WEEKDAY",12,"BUS",64321,260,245
"136772","2019-09","WEEKDAY",16,"BUS",64321,180,316
"136773","2019-09","WEEKDAY",11,"BUS",64321,246,208
"136776","2019-09","WEEKDAY",20,"BUS",64321,110,331
"136779","2019-09","WEEKDAY",19,"BUS",64321,158,512
"136782","2019-09","WEEKDAY",14,"BUS",64321,120,277
"136784","2019-09","WEEKDAY",8,"BUS",64321,1005,151
"136786","2019-09","WEEKDAY",22,"BUS",64321,32,168
"136788","2019-09","WEEKDAY",9,"BUS",64321,535,146
"136794","2019-09","WEEKDAY",6,"BUS",64321,304,55
"136795","2019-09","WEEKDAY",13,"BUS",64321,192,287
"136797","2019-09","WEEKDAY",18,"BUS",64321,236,464
"136799","2019-09","WEEKDAY",16,"BUS",64329,266,1163
"136802","2019-09","WEEKDAY",0,"BUS",64329,0,106
"136803","2019-09","WEEKDAY",21,"BUS",64329,83,1606
"136806","2019-09","WEEKDAY",5,"BUS",64329,107,1
"136807","2019-09","WEEKDAY",6,"BUS",64329,415,35
"136809","2019-09","WEEKDAY",12,"BUS",64329,265,539
"136811","2019-09","WEEKDAY",11,"BUS",64329,342,343
"136814","2019-09","WEEKDAY",8,"BUS",64329,895,189
"136815","2019-09","WEEKDAY",20,"BUS",64329,112,1690
"136818","2019-09","WEEKDAY",23,"BUS",64329,22,650
"136819","2019-09","WEEKDAY",7,"BUS",64329,528,238
"136821","2019-09","WEEKDAY",14,"BUS",64329,188,859
"136823","2019-09","WEEKDAY",15,"BUS",64329,228,973
"136825","2019-09","WEEKDAY",10,"BUS",64329,336,273
"136827","2019-09","WEEKDAY",18,"BUS",64329,243,1864
"136829","2019-09","WEEKDAY",17,"BUS",64329,231,1145
"136831","2019-09","WEEKDAY",9,"BUS",64329,401,283
"136834","2019-09","WEEKDAY",22,"BUS",64329,40,1105
"136835","2019-09","WEEKDAY",19,"BUS",64329,176,1957
"136837","2019-09","WEEKDAY",13,"BUS",64329,234,884
"136839","2019-09","WEEKDAY",22,"BUS",64331,183,535
"136843","2019-09","WEEKDAY",21,"BUS",64331,420,645
"136846","2019-09","WEEKDAY",13,"BUS",64331,1078,819
"136847","2019-09","WEEKDAY",7,"BUS",64331,3121,763
"136849","2019-09","WEEKDAY",10,"BUS",64331,1219,583
