"","YEAR_MONTH","DAY_TYPE","TIME_PER_HOUR","PT_TYPE","PT_CODE","TOTAL_TAP_IN_VOLUME","TOTAL_TAP_OUT_VOLUME"
"72344","2019-09","WEEKDAY",0,"BUS",43189,59,205
"72346","2019-09","WEEKDAY",20,"BUS",43189,1758,3432
"72347","2019-09","WEEKDAY",22,"BUS",43189,933,1712
"72349","2019-09","WEEKDAY",10,"BUS",43189,4167,2421
"72352","2019-09","WEEKDAY",19,"BUS",43189,2555,4958
"72354","2019-09","WEEKDAY",8,"BUS",43189,10600,4652
"72356","2019-09","WEEKDAY",16,"BUS",43189,2586,3637
"72359","2019-09","WEEKDAY",9,"BUS",43189,5473,3027
"72361","2019-09","WEEKDAY",17,"BUS",43189,2869,4722
"72362","2019-09","WEEKDAY",15,"BUS",43189,2352,3067
"72365","2019-09","WEEKDAY",20,"BUS",43191,575,2061
"72368","2019-09","WEEKDAY",13,"BUS",43191,1145,767
"72370","2019-09","WEEKDAY",8,"BUS",43191,1760,548
"72372","2019-09","WEEKDAY",5,"BUS",43191,234,6
"72374","2019-09","WEEKDAY",21,"BUS",43191,475,1808
"72377","2019-09","WEEKDAY",23,"BUS",43191,127,1044
"72379","2019-09","WEEKDAY",12,"BUS",43191,1213,736
"72382","2019-09","WEEKDAY",11,"BUS",43191,1008,536
"72385","2019-09","WEEKDAY",0,"BUS",43191,22,347
"72387","2019-09","WEEKDAY",16,"BUS",43191,825,1350
"72388","2019-09","WEEKDAY",17,"BUS",43191,990,1852
"72390","2019-09","WEEKDAY",9,"BUS",43191,1169,417
"72393","2019-09","WEEKDAY",7,"BUS",43191,2921,679
"72394","2019-09","WEEKDAY",14,"BUS",43191,882,881
"72396","2019-09","WEEKDAY",10,"BUS",43191,998,422
"72399","2019-09","WEEKDAY",18,"BUS",43191,1141,3203
"72401","2019-09","WEEKDAY",19,"BUS",43191,1017,3096
"72402","2019-09","WEEKDAY",6,"BUS",43191,2996,216
"72404","2019-09","WEEKDAY",15,"BUS",43191,815,1078
"72407","2019-09","WEEKDAY",22,"BUS",43191,297,1917
"72409","2019-09","WEEKDAY",22,"BUS",43199,166,457
"72410","2019-09","WEEKDAY",16,"BUS",43199,497,875
"72412","2019-09","WEEKDAY",15,"BUS",43199,430,685
"72415","2019-09","WEEKDAY",10,"BUS",43199,863,387
"72416","2019-09","WEEKDAY",20,"BUS",43199,267,763
"72418","2019-09","WEEKDAY",21,"BUS",43199,237,665
"72420","2019-09","WEEKDAY",17,"BUS",43199,669,998
"72423","2019-09","WEEKDAY",9,"BUS",43199,1296,431
"72424","2019-09","WEEKDAY",5,"BUS",43199,196,13
"72427","2019-09","WEEKDAY",12,"BUS",43199,898,681
"72428","2019-09","WEEKDAY",18,"BUS",43199,688,1727
"72430","2019-09","WEEKDAY",8,"BUS",43199,2532,406
"72432","2019-09","WEEKDAY",23,"BUS",43199,85,217
"72435","2019-09","WEEKDAY",6,"BUS",43199,1604,472
"72436","2019-09","WEEKDAY",11,"BUS",43199,789,566
"72440","2019-09","WEEKDAY",14,"BUS",43199,499,669
"72442","2019-09","WEEKDAY",19,"BUS",43199,533,1395
"72445","2019-09","WEEKDAY",13,"BUS",43199,661,582
"72446","2019-09","WEEKDAY",7,"BUS",43199,2688,393
"72449","2019-09","WEEKDAY",10,"BUS",43201,226,112
"72451","2019-09","WEEKDAY",14,"BUS",43201,212,279
"72452","2019-09","WEEKDAY",7,"BUS",43201,639,180
"72455","2019-09","WEEKDAY",9,"BUS",43201,235,184
"72458","2019-09","WEEKDAY",19,"BUS",43201,275,421
"72461","2019-09","WEEKDAY",20,"BUS",43201,252,232
"72462","2019-09","WEEKDAY",6,"BUS",43201,240,87
"72467","2019-09","WEEKDAY",17,"BUS",43201,295,330
"72471","2019-09","WEEKDAY",12,"BUS",43201,184,191
"72473","2019-09","WEEKDAY",11,"BUS",43201,202,103
"72475","2019-09","WEEKDAY",13,"BUS",43201,198,230
"72476","2019-09","WEEKDAY",16,"BUS",43201,291,410
"72479","2019-09","WEEKDAY",18,"BUS",43201,303,438
"72481","2019-09","WEEKDAY",22,"BUS",43201,69,183
"72483","2019-09","WEEKDAY",23,"BUS",43201,104,100
"72484","2019-09","WEEKDAY",8,"BUS",43201,245,213
"72486","2019-09","WEEKDAY",15,"BUS",43201,212,384
"72488","2019-09","WEEKDAY",21,"BUS",43201,190,197
"72490","2019-09","WEEKDAY",13,"BUS",43209,127,194
"72492","2019-09","WEEKDAY",14,"BUS",43209,143,265
"72494","2019-09","WEEKDAY",7,"BUS",43209,464,464
"72497","2019-09","WEEKDAY",10,"BUS",43209,242,237
"72501","2019-09","WEEKDAY",12,"BUS",43209,130,172
"72507","2019-09","WEEKDAY",17,"BUS",43209,219,339
"72509","2019-09","WEEKDAY",6,"BUS",43209,236,286
"72511","2019-09","WEEKDAY",15,"BUS",43209,154,322
"72514","2019-09","WEEKDAY",16,"BUS",43209,156,337
"72516","2019-09","WEEKDAY",20,"BUS",43209,106,89
"72518","2019-09","WEEKDAY",8,"BUS",43209,451,555
"72520","2019-09","WEEKDAY",11,"BUS",43209,221,235
"72523","2019-09","WEEKDAY",21,"BUS",43209,73,125
"72524","2019-09","WEEKDAY",9,"BUS",43209,268,447
"72527","2019-09","WEEKDAY",19,"BUS",43209,119,206
"72528","2019-09","WEEKDAY",18,"BUS",43209,207,286
"72531","2019-09","WEEKDAY",21,"BUS",43211,276,44
"72532","2019-09","WEEKDAY",18,"BUS",43211,978,100
"72535","2019-09","WEEKDAY",19,"BUS",43211,998,45
"72537","2019-09","WEEKDAY",15,"BUS",43211,149,225
"72538","2019-09","WEEKDAY",22,"BUS",43211,171,26
"72540","2019-09","WEEKDAY",6,"BUS",43211,327,297
"72543","2019-09","WEEKDAY",16,"BUS",43211,395,226
"72544","2019-09","WEEKDAY",14,"BUS",43211,178,253
"72546","2019-09","WEEKDAY",20,"BUS",43211,836,112
"72549","2019-09","WEEKDAY",7,"BUS",43211,584,700
"72551","2019-09","WEEKDAY",17,"BUS",43211,1096,92
"72552","2019-09","WEEKDAY",9,"BUS",43211,227,337
"72556","2019-09","WEEKDAY",8,"BUS",43211,310,603
"72558","2019-09","WEEKDAY",23,"BUS",43211,102,20
"72560","2019-09","WEEKDAY",10,"BUS",43211,225,102
"72563","2019-09","WEEKDAY",12,"BUS",43211,328,77
"72565","2019-09","WEEKDAY",13,"BUS",43211,200,180
"72567","2019-09","WEEKDAY",11,"BUS",43211,187,61
"72569","2019-09","WEEKDAY",19,"BUS",43219,348,572
"72572","2019-09","WEEKDAY",10,"BUS",43219,84,211
"72574","2019-09","WEEKDAY",21,"BUS",43219,136,553
"72575","2019-09","WEEKDAY",18,"BUS",43219,678,417
"72577","2019-09","WEEKDAY",8,"BUS",43219,78,1172
"72579","2019-09","WEEKDAY",22,"BUS",43219,26,422
"72582","2019-09","WEEKDAY",14,"BUS",43219,254,295
"72583","2019-09","WEEKDAY",23,"BUS",43219,21,231
"72586","2019-09","WEEKDAY",6,"BUS",43219,61,414
"72589","2019-09","WEEKDAY",7,"BUS",43219,79,1364
"72592","2019-09","WEEKDAY",17,"BUS",43219,779,248
"72594","2019-09","WEEKDAY",15,"BUS",43219,130,343
"72595","2019-09","WEEKDAY",9,"BUS",43219,72,505
"72598","2019-09","WEEKDAY",12,"BUS",43219,222,240
"72600","2019-09","WEEKDAY",16,"BUS",43219,269,272
"72602","2019-09","WEEKDAY",11,"BUS",43219,159,149
"72604","2019-09","WEEKDAY",13,"BUS",43219,326,356
"72608","2019-09","WEEKDAY",20,"BUS",43219,421,565
"72610","2019-09","WEEKDAY",6,"BUS",43221,427,113
"72611","2019-09","WEEKDAY",19,"BUS",43221,350,1053
"72614","2019-09","WEEKDAY",10,"BUS",43221,291,213
"72615","2019-09","WEEKDAY",21,"BUS",43221,177,617
"72618","2019-09","WEEKDAY",14,"BUS",43221,169,222
"72619","2019-09","WEEKDAY",9,"BUS",43221,329,414
"72621","2019-09","WEEKDAY",7,"BUS",43221,387,254
"72623","2019-09","WEEKDAY",22,"BUS",43221,97,520
"72625","2019-09","WEEKDAY",23,"BUS",43221,36,337
"72627","2019-09","WEEKDAY",20,"BUS",43221,188,743
"72630","2019-09","WEEKDAY",12,"BUS",43221,334,217
"72632","2019-09","WEEKDAY",17,"BUS",43221,183,543
"72634","2019-09","WEEKDAY",16,"BUS",43221,223,502
"72636","2019-09","WEEKDAY",18,"BUS",43221,285,950
"72637","2019-09","WEEKDAY",8,"BUS",43221,298,430
"72642","2019-09","WEEKDAY",11,"BUS",43221,217,163
"72644","2019-09","WEEKDAY",15,"BUS",43221,204,312
"72647","2019-09","WEEKDAY",13,"BUS",43221,230,299
"72648","2019-09","WEEKDAY",8,"BUS",43229,778,223
"72651","2019-09","WEEKDAY",20,"BUS",43229,96,102
"72652","2019-09","WEEKDAY",19,"BUS",43229,188,225
"72654","2019-09","WEEKDAY",21,"BUS",43229,69,109
"72657","2019-09","WEEKDAY",13,"BUS",43229,145,154
"72659","2019-09","WEEKDAY",6,"BUS",43229,513,182
"72661","2019-09","WEEKDAY",18,"BUS",43229,177,229
"72662","2019-09","WEEKDAY",9,"BUS",43229,370,144
"72665","2019-09","WEEKDAY",16,"BUS",43229,130,215
"72666","2019-09","WEEKDAY",5,"BUS",43229,122,26
"72670","2019-09","WEEKDAY",17,"BUS",43229,110,166
"72672","2019-09","WEEKDAY",10,"BUS",43229,230,120
"72674","2019-09","WEEKDAY",11,"BUS",43229,259,157
"72676","2019-09","WEEKDAY",14,"BUS",43229,129,149
"72679","2019-09","WEEKDAY",7,"BUS",43229,680,176
"72683","2019-09","WEEKDAY",12,"BUS",43229,178,146
"72685","2019-09","WEEKDAY",15,"BUS",43229,123,137
"72689","2019-09","WEEKDAY",8,"BUS",43231,1693,1056
"72690","2019-09","WEEKDAY",20,"BUS",43231,241,826
"72692","2019-09","WEEKDAY",21,"BUS",43231,191,704
"72695","2019-09","WEEKDAY",15,"BUS",43231,386,726
"72696","2019-09","WEEKDAY",13,"BUS",43231,401,785
"72698","2019-09","WEEKDAY",23,"BUS",43231,41,288
"72701","2019-09","WEEKDAY",11,"BUS",43231,446,364
"72703","2019-09","WEEKDAY",9,"BUS",43231,734,413
"72704","2019-09","WEEKDAY",6,"BUS",43231,585,343
"72707","2019-09","WEEKDAY",7,"BUS",43231,1499,903
"72709","2019-09","WEEKDAY",19,"BUS",43231,452,1454
"72712","2019-09","WEEKDAY",22,"BUS",43231,114,501
"72713","2019-09","WEEKDAY",10,"BUS",43231,500,492
"72715","2019-09","WEEKDAY",17,"BUS",43231,937,1027
"72720","2019-09","WEEKDAY",16,"BUS",43231,523,882
"72722","2019-09","WEEKDAY",18,"BUS",43231,813,1426
"72723","2019-09","WEEKDAY",12,"BUS",43231,459,500
"72726","2019-09","WEEKDAY",14,"BUS",43231,309,667
"72728","2019-09","WEEKDAY",21,"BUS",43239,225,577
"72729","2019-09","WEEKDAY",10,"BUS",43239,636,183
"72732","2019-09","WEEKDAY",12,"BUS",43239,586,322
"72736","2019-09","WEEKDAY",8,"BUS",43239,1756,696
"72737","2019-09","WEEKDAY",14,"BUS",43239,395,400
"72740","2019-09","WEEKDAY",23,"BUS",43239,66,359
"72742","2019-09","WEEKDAY",13,"BUS",43239,433,319
"72744","2019-09","WEEKDAY",11,"BUS",43239,601,167
"72745","2019-09","WEEKDAY",18,"BUS",43239,771,983
"72747","2019-09","WEEKDAY",17,"BUS",43239,1146,652
"72752","2019-09","WEEKDAY",22,"BUS",43239,83,520
"72753","2019-09","WEEKDAY",6,"BUS",43239,1136,204
"72756","2019-09","WEEKDAY",19,"BUS",43239,331,996
"72758","2019-09","WEEKDAY",15,"BUS",43239,379,459
"72759","2019-09","WEEKDAY",16,"BUS",43239,816,544
"72762","2019-09","WEEKDAY",9,"BUS",43239,934,321
"72764","2019-09","WEEKDAY",7,"BUS",43239,2103,477
"72766","2019-09","WEEKDAY",20,"BUS",43239,182,628
"72768","2019-09","WEEKDAY",19,"BUS",43241,395,1407
"72770","2019-09","WEEKDAY",17,"BUS",43241,794,929
"72772","2019-09","WEEKDAY",6,"BUS",43241,759,163
"72774","2019-09","WEEKDAY",23,"BUS",43241,29,264
"72776","2019-09","WEEKDAY",11,"BUS",43241,731,346
"72777","2019-09","WEEKDAY",7,"BUS",43241,2042,710
"72780","2019-09","WEEKDAY",8,"BUS",43241,2148,1062
"72781","2019-09","WEEKDAY",14,"BUS",43241,495,568
"72783","2019-09","WEEKDAY",18,"BUS",43241,842,1292
"72786","2019-09","WEEKDAY",21,"BUS",43241,123,767
"72787","2019-09","WEEKDAY",15,"BUS",43241,487,706
"72790","2019-09","WEEKDAY",9,"BUS",43241,1117,559
"72793","2019-09","WEEKDAY",12,"BUS",43241,562,440
"72795","2019-09","WEEKDAY",20,"BUS",43241,232,760
"72798","2019-09","WEEKDAY",22,"BUS",43241,65,576
"72800","2019-09","WEEKDAY",10,"BUS",43241,767,386
"72803","2019-09","WEEKDAY",13,"BUS",43241,562,781
"72806","2019-09","WEEKDAY",16,"BUS",43241,860,883
"72810","2019-09","WEEKDAY",7,"BUS",43249,1477,297
"72811","2019-09","WEEKDAY",23,"BUS",43249,38,187
"72814","2019-09","WEEKDAY",8,"BUS",43249,1290,342
"72816","2019-09","WEEKDAY",12,"BUS",43249,705,184
"72818","2019-09","WEEKDAY",16,"BUS",43249,471,330
"72819","2019-09","WEEKDAY",13,"BUS",43249,529,220
"72821","2019-09","WEEKDAY",19,"BUS",43249,387,562
"72824","2019-09","WEEKDAY",21,"BUS",43249,107,396
"72826","2019-09","WEEKDAY",17,"BUS",43249,550,321
"72827","2019-09","WEEKDAY",5,"BUS",43249,104,36
"72829","2019-09","WEEKDAY",6,"BUS",43249,1206,202
"72831","2019-09","WEEKDAY",9,"BUS",43249,922,121
"72834","2019-09","WEEKDAY",15,"BUS",43249,343,330
"72835","2019-09","WEEKDAY",14,"BUS",43249,446,293
"72838","2019-09","WEEKDAY",22,"BUS",43249,78,331
"72839","2019-09","WEEKDAY",20,"BUS",43249,195,436
"72841","2019-09","WEEKDAY",11,"BUS",43249,657,114
"72843","2019-09","WEEKDAY",10,"BUS",43249,606,93
"72845","2019-09","WEEKDAY",18,"BUS",43249,520,577
"72848","2019-09","WEEKDAY",12,"BUS",43251,595,519
"72849","2019-09","WEEKDAY",7,"BUS",43251,1671,770
"72852","2019-09","WEEKDAY",9,"BUS",43251,1036,702
"72853","2019-09","WEEKDAY",17,"BUS",43251,1191,924
"72856","2019-09","WEEKDAY",19,"BUS",43251,537,1271
"72857","2019-09","WEEKDAY",15,"BUS",43251,373,703
"72860","2019-09","WEEKDAY",6,"BUS",43251,804,332
"72862","2019-09","WEEKDAY",13,"BUS",43251,441,857
"72864","2019-09","WEEKDAY",8,"BUS",43251,1835,1615
"72865","2019-09","WEEKDAY",16,"BUS",43251,647,785
"72867","2019-09","WEEKDAY",21,"BUS",43251,196,502
"72869","2019-09","WEEKDAY",20,"BUS",43251,239,732
"72873","2019-09","WEEKDAY",14,"BUS",43251,379,729
"72876","2019-09","WEEKDAY",22,"BUS",43251,98,388
"72877","2019-09","WEEKDAY",18,"BUS",43251,1473,1413
"72880","2019-09","WEEKDAY",11,"BUS",43251,568,376
"72883","2019-09","WEEKDAY",10,"BUS",43251,671,386
"72885","2019-09","WEEKDAY",23,"BUS",43251,68,201
"72886","2019-09","WEEKDAY",22,"BUS",43259,127,680
"72889","2019-09","WEEKDAY",19,"BUS",43259,583,1479
"72890","2019-09","WEEKDAY",14,"BUS",43259,523,712
"72892","2019-09","WEEKDAY",12,"BUS",43259,1040,451
"72894","2019-09","WEEKDAY",20,"BUS",43259,282,1029
"72899","2019-09","WEEKDAY",11,"BUS",43259,726,316
"72901","2019-09","WEEKDAY",9,"BUS",43259,988,855
"72903","2019-09","WEEKDAY",17,"BUS",43259,1467,1010
"72905","2019-09","WEEKDAY",23,"BUS",43259,31,353
"72906","2019-09","WEEKDAY",8,"BUS",43259,1555,1930
"72908","2019-09","WEEKDAY",15,"BUS",43259,486,727
"72911","2019-09","WEEKDAY",5,"BUS",43259,172,49
"72912","2019-09","WEEKDAY",7,"BUS",43259,2100,947
"72914","2019-09","WEEKDAY",6,"BUS",43259,1320,278
"72917","2019-09","WEEKDAY",21,"BUS",43259,225,660
"72918","2019-09","WEEKDAY",10,"BUS",43259,731,339
"72920","2019-09","WEEKDAY",16,"BUS",43259,718,818
"72922","2019-09","WEEKDAY",13,"BUS",43259,573,588
"72924","2019-09","WEEKDAY",18,"BUS",43259,1449,1410
"72926","2019-09","WEEKDAY",13,"BUS",43261,290,690
"72929","2019-09","WEEKDAY",9,"BUS",43261,411,607
"72932","2019-09","WEEKDAY",8,"BUS",43261,586,874
"72935","2019-09","WEEKDAY",18,"BUS",43261,343,1459
"72936","2019-09","WEEKDAY",12,"BUS",43261,258,735
"72939","2019-09","WEEKDAY",22,"BUS",43261,106,361
"72940","2019-09","WEEKDAY",7,"BUS",43261,528,943
"72942","2019-09","WEEKDAY",16,"BUS",43261,407,719
"72945","2019-09","WEEKDAY",20,"BUS",43261,159,741
"72946","2019-09","WEEKDAY",11,"BUS",43261,319,482
"72949","2019-09","WEEKDAY",23,"BUS",43261,80,132
"72950","2019-09","WEEKDAY",14,"BUS",43261,227,693
"72953","2019-09","WEEKDAY",17,"BUS",43261,472,999
"72954","2019-09","WEEKDAY",21,"BUS",43261,212,542
"72957","2019-09","WEEKDAY",19,"BUS",43261,269,1309
"72958","2019-09","WEEKDAY",15,"BUS",43261,275,743
"72962","2019-09","WEEKDAY",6,"BUS",43261,396,182
"72965","2019-09","WEEKDAY",10,"BUS",43261,281,502
"72966","2019-09","WEEKDAY",8,"BUS",43267,160,54
"72968","2019-09","WEEKDAY",15,"BUS",43267,110,151
"72970","2019-09","WEEKDAY",14,"BUS",43267,74,120
"72977","2019-09","WEEKDAY",13,"BUS",43267,82,112
"72981","2019-09","WEEKDAY",16,"BUS",43267,184,140
"72982","2019-09","WEEKDAY",12,"BUS",43267,150,95
"72985","2019-09","WEEKDAY",18,"BUS",43267,149,147
"72986","2019-09","WEEKDAY",20,"BUS",43267,117,98
"72993","2019-09","WEEKDAY",17,"BUS",43267,181,142
"72995","2019-09","WEEKDAY",21,"BUS",43267,102,76
"72997","2019-09","WEEKDAY",9,"BUS",43267,154,97
"72999","2019-09","WEEKDAY",19,"BUS",43267,185,203
"73006","2019-09","WEEKDAY",23,"BUS",43268,103,121
"73007","2019-09","WEEKDAY",8,"BUS",43268,1552,534
"73010","2019-09","WEEKDAY",9,"BUS",43268,785,297
"73011","2019-09","WEEKDAY",17,"BUS",43268,842,653
"73013","2019-09","WEEKDAY",7,"BUS",43268,2476,411
"73015","2019-09","WEEKDAY",11,"BUS",43268,737,285
"73020","2019-09","WEEKDAY",19,"BUS",43268,475,915
"73021","2019-09","WEEKDAY",12,"BUS",43268,579,354
"73024","2019-09","WEEKDAY",18,"BUS",43268,893,832
"73026","2019-09","WEEKDAY",20,"BUS",43268,401,592
"73027","2019-09","WEEKDAY",5,"BUS",43268,153,17
"73030","2019-09","WEEKDAY",16,"BUS",43268,740,705
"73032","2019-09","WEEKDAY",13,"BUS",43268,482,458
"73034","2019-09","WEEKDAY",22,"BUS",43268,346,304
"73036","2019-09","WEEKDAY",15,"BUS",43268,621,743
"73038","2019-09","WEEKDAY",6,"BUS",43268,1050,140
"73039","2019-09","WEEKDAY",14,"BUS",43268,510,531
"73041","2019-09","WEEKDAY",21,"BUS",43268,381,383
"73044","2019-09","WEEKDAY",10,"BUS",43268,542,228
"73045","2019-09","WEEKDAY",14,"BUS",43271,121,1159
"73048","2019-09","WEEKDAY",22,"BUS",43271,101,363
"73050","2019-09","WEEKDAY",13,"BUS",43271,117,1182
"73051","2019-09","WEEKDAY",9,"BUS",43271,135,3865
"73053","2019-09","WEEKDAY",17,"BUS",43271,145,1890
"73055","2019-09","WEEKDAY",10,"BUS",43271,114,2044
"73057","2019-09","WEEKDAY",7,"BUS",43271,89,6336
"73059","2019-09","WEEKDAY",20,"BUS",43271,187,593
"73061","2019-09","WEEKDAY",21,"BUS",43271,113,497
"73064","2019-09","WEEKDAY",6,"BUS",43271,68,1988
"73065","2019-09","WEEKDAY",8,"BUS",43271,117,7071
"73068","2019-09","WEEKDAY",23,"BUS",43271,34,155
"73070","2019-09","WEEKDAY",18,"BUS",43271,142,2295
"73071","2019-09","WEEKDAY",16,"BUS",43271,147,1184
"73075","2019-09","WEEKDAY",12,"BUS",43271,104,1405
"73077","2019-09","WEEKDAY",15,"BUS",43271,144,1008
"73079","2019-09","WEEKDAY",11,"BUS",43271,149,1625
"73082","2019-09","WEEKDAY",19,"BUS",43271,146,1260
"73083","2019-09","WEEKDAY",15,"BUS",43279,2040,640
"73086","2019-09","WEEKDAY",11,"BUS",43279,776,301
"73087","2019-09","WEEKDAY",18,"BUS",43279,4959,510
"73090","2019-09","WEEKDAY",13,"BUS",43279,1230,354
"73091","2019-09","WEEKDAY",20,"BUS",43279,3284,289
"73094","2019-09","WEEKDAY",8,"BUS",43279,2162,454
"73095","2019-09","WEEKDAY",9,"BUS",43279,1016,358
"73098","2019-09","WEEKDAY",17,"BUS",43279,2639,414
"73100","2019-09","WEEKDAY",10,"BUS",43279,712,345
"73101","2019-09","WEEKDAY",14,"BUS",43279,1471,365
"73104","2019-09","WEEKDAY",21,"BUS",43279,2639,221
"73106","2019-09","WEEKDAY",19,"BUS",43279,4407,434
"73110","2019-09","WEEKDAY",22,"BUS",43279,2386,131
"73111","2019-09","WEEKDAY",23,"BUS",43279,1218,60
"73114","2019-09","WEEKDAY",6,"BUS",43279,547,204
"73116","2019-09","WEEKDAY",16,"BUS",43279,2228,534
"73118","2019-09","WEEKDAY",0,"BUS",43279,139,13
"73119","2019-09","WEEKDAY",12,"BUS",43279,1031,334
"73121","2019-09","WEEKDAY",7,"BUS",43279,1680,553
"73124","2019-09","WEEKDAY",12,"BUS",43289,191,105
"73128","2019-09","WEEKDAY",16,"BUS",43289,99,164
"73131","2019-09","WEEKDAY",20,"BUS",43289,26,169
"73133","2019-09","WEEKDAY",8,"BUS",43289,215,82
"73136","2019-09","WEEKDAY",18,"BUS",43289,163,176
"73139","2019-09","WEEKDAY",17,"BUS",43289,119,203
"73140","2019-09","WEEKDAY",9,"BUS",43289,183,89
"73143","2019-09","WEEKDAY",13,"BUS",43289,73,111
"73144","2019-09","WEEKDAY",10,"BUS",43289,115,48
"73147","2019-09","WEEKDAY",19,"BUS",43289,99,263
"73148","2019-09","WEEKDAY",7,"BUS",43289,173,9
"73154","2019-09","WEEKDAY",14,"BUS",43289,85,123
"73160","2019-09","WEEKDAY",15,"BUS",43289,56,179
"73163","2019-09","WEEKDAY",19,"BUS",43291,39,173
"73164","2019-09","WEEKDAY",18,"BUS",43291,90,313
"73169","2019-09","WEEKDAY",14,"BUS",43291,81,193
"73171","2019-09","WEEKDAY",16,"BUS",43291,83,188
"73174","2019-09","WEEKDAY",17,"BUS",43291,159,177
"73175","2019-09","WEEKDAY",8,"BUS",43291,218,210
"73177","2019-09","WEEKDAY",10,"BUS",43291,95,191
"73179","2019-09","WEEKDAY",11,"BUS",43291,119,143
"73183","2019-09","WEEKDAY",7,"BUS",43291,239,178
"73185","2019-09","WEEKDAY",20,"BUS",43291,42,140
"73187","2019-09","WEEKDAY",12,"BUS",43291,129,172
"73190","2019-09","WEEKDAY",6,"BUS",43291,62,111
"73194","2019-09","WEEKDAY",15,"BUS",43291,93,181
"73195","2019-09","WEEKDAY",9,"BUS",43291,182,214
"73198","2019-09","WEEKDAY",13,"BUS",43291,106,247
"73202","2019-09","WEEKDAY",9,"BUS",43301,91,114
"73205","2019-09","WEEKDAY",7,"BUS",43301,111,81
"73207","2019-09","WEEKDAY",13,"BUS",43301,110,169
"73212","2019-09","WEEKDAY",19,"BUS",43301,48,186
"73213","2019-09","WEEKDAY",15,"BUS",43301,73,157
"73215","2019-09","WEEKDAY",11,"BUS",43301,110,141
"73217","2019-09","WEEKDAY",20,"BUS",43301,21,102
"73219","2019-09","WEEKDAY",12,"BUS",43301,83,196
"73223","2019-09","WEEKDAY",16,"BUS",43301,78,183
"73225","2019-09","WEEKDAY",17,"BUS",43301,139,133
"73228","2019-09","WEEKDAY",10,"BUS",43301,132,199
"73230","2019-09","WEEKDAY",8,"BUS",43301,155,89
"73231","2019-09","WEEKDAY",21,"BUS",43301,11,106
"73233","2019-09","WEEKDAY",14,"BUS",43301,62,190
"73235","2019-09","WEEKDAY",18,"BUS",43301,118,178
"73238","2019-09","WEEKDAY",21,"BUS",43309,6,152
"73240","2019-09","WEEKDAY",12,"BUS",43309,156,145
"73242","2019-09","WEEKDAY",10,"BUS",43309,158,65
"73247","2019-09","WEEKDAY",18,"BUS",43309,117,327
"73251","2019-09","WEEKDAY",16,"BUS",43309,101,272
"73253","2019-09","WEEKDAY",22,"BUS",43309,17,118
"73255","2019-09","WEEKDAY",13,"BUS",43309,126,153
"73256","2019-09","WEEKDAY",9,"BUS",43309,172,114
"73259","2019-09","WEEKDAY",8,"BUS",43309,192,107
"73261","2019-09","WEEKDAY",7,"BUS",43309,140,11
"73262","2019-09","WEEKDAY",11,"BUS",43309,142,68
"73265","2019-09","WEEKDAY",17,"BUS",43309,187,276
"73267","2019-09","WEEKDAY",19,"BUS",43309,83,354
"73270","2019-09","WEEKDAY",20,"BUS",43309,29,147
"73273","2019-09","WEEKDAY",14,"BUS",43309,94,198
"73275","2019-09","WEEKDAY",15,"BUS",43309,81,230
"73276","2019-09","WEEKDAY",23,"BUS",43311,40,342
"73279","2019-09","WEEKDAY",16,"BUS",43311,1148,274
"73280","2019-09","WEEKDAY",18,"BUS",43311,4186,492
"73282","2019-09","WEEKDAY",17,"BUS",43311,3929,263
"73285","2019-09","WEEKDAY",22,"BUS",43311,175,938
"73287","2019-09","WEEKDAY",7,"BUS",43311,123,1030
"73289","2019-09","WEEKDAY",15,"BUS",43311,496,249
"73291","2019-09","WEEKDAY",9,"BUS",43311,160,702
"73293","2019-09","WEEKDAY",19,"BUS",43311,1531,744
"73295","2019-09","WEEKDAY",21,"BUS",43311,371,976
"73297","2019-09","WEEKDAY",13,"BUS",43311,339,247
"73300","2019-09","WEEKDAY",14,"BUS",43311,354,276
"73302","2019-09","WEEKDAY",20,"BUS",43311,707,831
"73304","2019-09","WEEKDAY",12,"BUS",43311,389,272
"73305","2019-09","WEEKDAY",11,"BUS",43311,376,232
"73308","2019-09","WEEKDAY",8,"BUS",43311,134,1668
"73309","2019-09","WEEKDAY",6,"BUS",43311,46,269
"73312","2019-09","WEEKDAY",10,"BUS",43311,240,256
"73314","2019-09","WEEKDAY",14,"BUS",43319,268,334
"73315","2019-09","WEEKDAY",18,"BUS",43319,2002,271
"73317","2019-09","WEEKDAY",9,"BUS",43319,160,3386
"73319","2019-09","WEEKDAY",12,"BUS",43319,283,380
"73323","2019-09","WEEKDAY",11,"BUS",43319,229,470
"73326","2019-09","WEEKDAY",7,"BUS",43319,1249,4300
"73328","2019-09","WEEKDAY",17,"BUS",43319,1304,199
"73330","2019-09","WEEKDAY",6,"BUS",43319,1200,983
"73332","2019-09","WEEKDAY",15,"BUS",43319,249,264
"73334","2019-09","WEEKDAY",20,"BUS",43319,316,103
"73336","2019-09","WEEKDAY",5,"BUS",43319,83,104
"73339","2019-09","WEEKDAY",21,"BUS",43319,141,99
"73342","2019-09","WEEKDAY",19,"BUS",43319,880,373
"73343","2019-09","WEEKDAY",10,"BUS",43319,203,957
"73346","2019-09","WEEKDAY",13,"BUS",43319,264,328
"73350","2019-09","WEEKDAY",16,"BUS",43319,458,185
