Source,Target,Operator,ServiceNo,StopSequence
43179,43189,TTS,77,2
43189,43619,TTS,77,3
43619,43629,TTS,77,4
43629,42319,TTS,77,5
42319,42201,TTS,77,6
42201,42211,TTS,77,7
42211,42221,TTS,77,8
42221,42231,TTS,77,9
42231,42169,TTS,77,10
42169,42159,TTS,77,11
42159,42259,TTS,77,12
42259,42089,TTS,77,13
42089,42059,TTS,77,14
42059,42049,TTS,77,15
42049,42039,TTS,77,16
42039,42029,TTS,77,17
42029,42129,TTS,77,18
42129,42139,TTS,77,19
42139,11349,TTS,77,20
11349,11339,TTS,77,21
11339,11329,TTS,77,22
11329,11319,TTS,77,23
11319,11309,TTS,77,24
11309,11289,TTS,77,25
11289,11279,TTS,77,26
11279,11269,TTS,77,27
11269,11239,TTS,77,28
11239,11229,TTS,77,29
11229,11219,TTS,77,30
11219,11209,TTS,77,31
11209,13029,TTS,77,32
13029,13019,TTS,77,33
13019,9149,TTS,77,34
9149,9159,TTS,77,35
9159,9169,TTS,77,36
9169,9179,TTS,77,37
9179,9047,TTS,77,38
9047,9037,TTS,77,39
9037,8138,TTS,77,40
8138,8057,TTS,77,41
8057,8069,TTS,77,42
8069,4179,TTS,77,43
4179,2049,TTS,77,44
2049,2089,TTS,77,45
2089,2099,TTS,77,46
2099,2101,TTS,77,1
2101,2051,TTS,77,2
2051,2061,TTS,77,3
2061,4111,TTS,77,4
4111,4121,TTS,77,5
4121,8041,TTS,77,6
8041,8031,TTS,77,7
8031,8111,TTS,77,8
8111,8121,TTS,77,9
8121,9059,TTS,77,10
9059,9022,TTS,77,11
9022,9111,TTS,77,12
9111,9121,TTS,77,13
9121,9131,TTS,77,14
9131,9141,TTS,77,15
9141,13011,TTS,77,16
13011,13021,TTS,77,17
13021,11201,TTS,77,18
11201,11211,TTS,77,19
11211,11221,TTS,77,20
11221,11231,TTS,77,21
11231,11261,TTS,77,22
11261,11271,TTS,77,23
11271,11301,TTS,77,24
11301,11311,TTS,77,25
11311,11321,TTS,77,26
11321,11331,TTS,77,27
11331,11341,TTS,77,28
11341,42131,TTS,77,29
42131,42011,TTS,77,30
42011,42021,TTS,77,31
42021,42031,TTS,77,32
42031,42041,TTS,77,33
42041,42051,TTS,77,34
42051,42061,TTS,77,35
42061,42071,TTS,77,36
42071,42151,TTS,77,37
42151,42161,TTS,77,38
42161,42239,TTS,77,39
42239,42229,TTS,77,40
42229,42219,TTS,77,41
42219,42209,TTS,77,42
42209,42311,TTS,77,43
42311,43621,TTS,77,44
43621,43611,TTS,77,45
43611,43181,TTS,77,46
43181,43171,TTS,77,47
43171,43009,TTS,77,48
28009,28301,TTS,78,1
28301,28431,TTS,78,2
28431,28249,TTS,78,3
28249,28239,TTS,78,4
28239,28229,TTS,78,5
28229,20269,TTS,78,6
20269,20259,TTS,78,7
20259,20161,TTS,78,8
20161,20171,TTS,78,9
20171,20121,TTS,78,10
20121,29039,TTS,78,11
29039,29029,TTS,78,12
29029,29019,TTS,78,13
29019,29041,TTS,78,14
29041,29121,TTS,78,15
29121,29051,TTS,78,16
29051,29119,TTS,78,17
29119,29109,TTS,78,18
29109,29099,TTS,78,19
29099,29089,TTS,78,20
29089,29139,TTS,78,21
29139,29149,TTS,78,22
29149,20299,TTS,78,23
20299,17079,TTS,78,24
17079,17069,TTS,78,25
17069,17251,TTS,78,26
17251,17161,TTS,78,27
17161,17171,TTS,78,28
17171,17239,TTS,78,29
17239,17259,TTS,78,30
17259,17061,TTS,78,31
17061,17071,TTS,78,32
17071,20291,TTS,78,33
20291,29071,TTS,78,34
29071,29081,TTS,78,35
29081,29091,TTS,78,36
29091,29101,TTS,78,37
29101,29111,TTS,78,38
29111,29069,TTS,78,39
29069,29059,TTS,78,40
29059,29129,TTS,78,41
29129,29049,TTS,78,42
29049,29011,TTS,78,43
29011,29021,TTS,78,44
29021,29031,TTS,78,45
29031,20129,TTS,78,46
20129,20179,TTS,78,47
20179,20169,TTS,78,48
20169,20251,TTS,78,49
20251,20261,TTS,78,50
20261,20271,TTS,78,51
20271,28221,TTS,78,52
28221,28231,TTS,78,53
28231,28241,TTS,78,54
28241,28439,TTS,78,55
28439,28009,TTS,78,56
28009,28301,TTS,78A,1
28301,28431,TTS,78A,2
28431,28249,TTS,78A,3
28249,28239,TTS,78A,4
28239,28229,TTS,78A,5
28229,20269,TTS,78A,6
20269,20259,TTS,78A,7
20259,20161,TTS,78A,8
20161,20171,TTS,78A,9
20171,20121,TTS,78A,10
20121,29039,TTS,78A,11
29039,29029,TTS,78A,12
29029,29019,TTS,78A,13
29019,29041,TTS,78A,14
29041,29121,TTS,78A,15
28009,28301,TTS,79,1
28301,28431,TTS,79,2
28431,28249,TTS,79,3
28249,28239,TTS,79,4
28239,28229,TTS,79,5
28229,20269,TTS,79,6
20269,20201,TTS,79,7
20201,20211,TTS,79,8
20211,20231,TTS,79,9
20231,20121,TTS,79,10
20121,29039,TTS,79,11
29039,29029,TTS,79,12
29029,21059,TTS,79,13
21059,21079,TTS,79,14
21079,21141,TTS,79,15
21141,21151,TTS,79,16
21151,21041,TTS,79,17
21041,21171,TTS,79,18
21171,21181,TTS,79,19
21181,21549,TTS,79,20
21549,21539,TTS,79,21
21539,21529,TTS,79,22
21529,21519,TTS,79,23
21519,21261,TTS,79,24
21261,21259,TTS,79,25
21259,21351,TTS,79,26
21351,22009,TTS,79,27
22009,21359,TTS,79,28
21359,21251,TTS,79,29
21251,21269,TTS,79,30
21269,21511,TTS,79,31
21511,21521,TTS,79,32
21521,21531,TTS,79,33
21531,21541,TTS,79,34
21541,21189,TTS,79,35
21189,21179,TTS,79,36
21179,21049,TTS,79,37
21049,21159,TTS,79,38
21159,21149,TTS,79,39
21149,21071,TTS,79,40
21071,21051,TTS,79,41
21051,29021,TTS,79,42
29021,29031,TTS,79,43
29031,20129,TTS,79,44
20129,20239,TTS,79,45
20239,20219,TTS,79,46
20219,20209,TTS,79,47
20209,20261,TTS,79,48
20261,20271,TTS,79,49
20271,28221,TTS,79,50
28221,28231,TTS,79,51
28231,28241,TTS,79,52
28241,28439,TTS,79,53
28439,28009,TTS,79,54
28009,28301,TTS,79A,1
28301,28431,TTS,79A,2
28431,28249,TTS,79A,3
28249,28239,TTS,79A,4
28239,28229,TTS,79A,5
28229,20269,TTS,79A,6
20269,20201,TTS,79A,7
20201,20211,TTS,79A,8
20211,20231,TTS,79A,9
20231,20121,TTS,79A,10
20121,29039,TTS,79A,11
29039,29029,TTS,79A,12
29029,21059,TTS,79A,13
21059,21079,TTS,79A,14
21079,21141,TTS,79A,15
21141,21151,TTS,79A,16
21151,21041,TTS,79A,17
21041,21171,TTS,79A,18
21171,21181,TTS,79A,19
21181,21549,TTS,79A,20
21549,21539,TTS,79A,21
21539,21529,TTS,79A,22
21529,21519,TTS,79A,23
21519,21261,TTS,79A,24
21261,21259,TTS,79A,25
21259,21351,TTS,79A,26
21351,22009,TTS,79A,27
84009,84029,SBST,7A,1
84029,84019,SBST,7A,2
84019,83099,SBST,7A,3
83099,83079,SBST,7A,4
83079,83059,SBST,7A,5
83059,83049,SBST,7A,6
83049,83029,SBST,7A,7
83029,82069,SBST,7A,8
82069,82049,SBST,7A,9
82049,82029,SBST,7A,10
82029,82109,SBST,7A,11
82109,81131,SBST,7A,12
81131,81141,SBST,7A,13
81141,81151,SBST,7A,14
81151,81161,SBST,7A,15
81161,80259,SBST,7A,16
80259,80111,SBST,7A,17
80111,80049,SBST,7A,18
80049,80039,SBST,7A,19
80039,80029,SBST,7A,20
80029,1339,SBST,7A,21
1339,1329,SBST,7A,22
1329,1229,SBST,7A,23
1229,1139,SBST,7A,24
1139,1039,SBST,7A,25
1039,1029,SBST,7A,26
1029,4111,SBST,7A,27
4111,4121,SBST,7A,28
4121,8041,SBST,7A,29
8041,8031,SBST,7A,30
8031,8111,SBST,7A,31
8111,8121,SBST,7A,32
8121,9059,SBST,7A,33
9059,9022,SBST,7A,34
17009,17221,SBST,7B,1
17221,12119,SBST,7B,2
12119,12059,SBST,7B,3
12059,12049,SBST,7B,4
12049,12039,SBST,7B,5
12039,12029,SBST,7B,6
12029,11299,SBST,7B,7
11299,11289,SBST,7B,8
11289,11279,SBST,7B,9
11279,11269,SBST,7B,10
11269,11239,SBST,7B,11
11239,11229,SBST,7B,12
11229,11219,SBST,7B,13
11219,11209,SBST,7B,14
11209,13029,SBST,7B,15
13029,13019,SBST,7B,16
13019,9149,SBST,7B,17
9149,9159,SBST,7B,18
9159,9169,SBST,7B,19
9169,9179,SBST,7B,20
9179,9048,SBST,7B,21
9048,9038,SBST,7B,22
9038,8138,SBST,7B,23
8138,8057,SBST,7B,24
75009,76191,SBST,8,1
76191,76201,SBST,8,2
76201,76211,SBST,8,3
76211,76221,SBST,8,4
76221,76039,SBST,8,5
76039,76109,SBST,8,6
76109,76099,SBST,8,7
76099,76089,SBST,8,8
76089,76079,SBST,8,9
76079,75059,SBST,8,10
75059,75229,SBST,8,11
75229,75239,SBST,8,12
75239,75249,SBST,8,13
75249,75259,SBST,8,14
75259,84481,SBST,8,15
84481,84491,SBST,8,16
84491,72079,SBST,8,17
72079,72069,SBST,8,18
72069,72029,SBST,8,19
72029,71099,SBST,8,20
71099,71139,SBST,8,21
71139,71129,SBST,8,22
71129,71149,SBST,8,23
71149,71159,SBST,8,24
71159,71169,SBST,8,25
71169,70261,SBST,8,26
70261,70271,SBST,8,27
70271,70149,SBST,8,28
70149,70139,SBST,8,29
70139,70129,SBST,8,30
70129,70119,SBST,8,31
70119,70109,SBST,8,32
70109,60219,SBST,8,33
60219,60089,SBST,8,34
60089,52089,SBST,8,35
52089,52321,SBST,8,36
52321,52501,SBST,8,37
52501,52009,SBST,8,38
52009,52509,SBST,8,1
52509,52329,SBST,8,2
52329,52081,SBST,8,3
52081,60081,SBST,8,4
60081,60211,SBST,8,5
60211,70101,SBST,8,6
70101,70111,SBST,8,7
70111,70121,SBST,8,8
70121,70131,SBST,8,9
70131,70279,SBST,8,10
70279,70269,SBST,8,11
70269,71161,SBST,8,12
71161,71151,SBST,8,13
71151,71141,SBST,8,14
71141,71121,SBST,8,15
71121,71131,SBST,8,16
71131,71091,SBST,8,17
71091,72021,SBST,8,18
72021,72061,SBST,8,19
72061,72071,SBST,8,20
72071,84499,SBST,8,21
84499,84489,SBST,8,22
84489,75251,SBST,8,23
75251,75241,SBST,8,24
75241,75231,SBST,8,25
75231,75221,SBST,8,26
75221,75051,SBST,8,27
75051,76071,SBST,8,28
76071,76081,SBST,8,29
76081,76091,SBST,8,30
76091,76101,SBST,8,31
76101,76031,SBST,8,32
76031,76229,SBST,8,33
76229,76219,SBST,8,34
76219,76209,SBST,8,35
76209,76199,SBST,8,36
76199,75009,SBST,8,37
67009,67191,SBST,80,1
67191,67171,SBST,80,2
67171,65029,SBST,80,3
65029,65019,SBST,80,4
65019,64029,SBST,80,5
64029,64429,SBST,80,6
64429,64381,SBST,80,7
64381,64549,SBST,80,8
64549,64019,SBST,80,9
64019,63069,SBST,80,10
63069,63059,SBST,80,11
63059,63049,SBST,80,12
63049,63039,SBST,80,13
63039,63029,SBST,80,14
63029,63019,SBST,80,15
63019,62059,SBST,80,16
62059,62049,SBST,80,17
62049,62039,SBST,80,18
62039,62029,SBST,80,19
62029,62019,SBST,80,20
62019,70309,SBST,80,21
70309,70299,SBST,80,22
70299,70289,SBST,80,23
70289,70279,SBST,80,24
70279,70269,SBST,80,25
70269,70259,SBST,80,26
70259,81229,SBST,80,27
81229,81219,SBST,80,28
81219,81209,SBST,80,29
81209,81089,SBST,80,30
81089,80089,SBST,80,31
80089,80069,SBST,80,32
80069,80049,SBST,80,33
80049,80039,SBST,80,34
80039,80029,SBST,80,35
80029,1339,SBST,80,36
1339,1329,SBST,80,37
1329,1229,SBST,80,38
1229,1139,SBST,80,39
1139,1039,SBST,80,40
1039,1029,SBST,80,41
1029,4168,SBST,80,42
4168,4249,SBST,80,43
4249,5029,SBST,80,44
5029,5199,SBST,80,45
5199,5269,SBST,80,46
5269,5429,SBST,80,47
5429,5419,SBST,80,48
5419,5431,SBST,80,49
5431,5649,SBST,80,50
5649,14061,SBST,80,51
14061,14071,SBST,80,52
14071,14081,SBST,80,53
14081,14101,SBST,80,54
14101,14141,SBST,80,55
14141,14009,SBST,80,56
14009,14129,SBST,80,1
14129,14119,SBST,80,2
14119,14109,SBST,80,3
14109,14089,SBST,80,4
14089,14069,SBST,80,5
14069,5631,SBST,80,6
5631,5629,SBST,80,7
5629,5651,SBST,80,8
5651,5411,SBST,80,9
5411,5421,SBST,80,10
5421,5271,SBST,80,11
5271,5241,SBST,80,12
5241,5013,SBST,80,13
5013,5023,SBST,80,14
5023,4222,SBST,80,15
4222,4142,SBST,80,16
4142,1012,SBST,80,17
1012,1112,SBST,80,18
1112,1121,SBST,80,19
1121,1211,SBST,80,20
1211,1311,SBST,80,21
1311,80011,SBST,80,22
80011,80031,SBST,80,23
80031,80051,SBST,80,24
80051,80071,SBST,80,25
80071,80091,SBST,80,26
80091,81081,SBST,80,27
81081,81201,SBST,80,28
81201,81211,SBST,80,29
81211,81221,SBST,80,30
81221,81109,SBST,80,31
81109,70251,SBST,80,32
70251,70261,SBST,80,33
70261,70271,SBST,80,34
70271,70281,SBST,80,35
70281,70291,SBST,80,36
70291,70301,SBST,80,37
70301,62011,SBST,80,38
62011,62021,SBST,80,39
62021,62031,SBST,80,40
62031,62041,SBST,80,41
62041,62051,SBST,80,42
62051,63011,SBST,80,43
63011,63021,SBST,80,44
63021,63031,SBST,80,45
63031,63041,SBST,80,46
63041,63051,SBST,80,47
63051,63061,SBST,80,48
63061,64011,SBST,80,49
64011,64541,SBST,80,50
64541,64389,SBST,80,51
64389,64421,SBST,80,52
64421,64021,SBST,80,53
64021,65011,SBST,80,54
65011,65021,SBST,80,55
65021,67179,SBST,80,56
67179,67199,SBST,80,57
67199,67009,SBST,80,58
59009,59169,SBST,800,1
59169,59179,SBST,800,2
59179,59241,SBST,800,3
59241,59231,SBST,800,4
59231,59251,SBST,800,5
59251,59261,SBST,800,6
59261,59271,SBST,800,7
59271,57129,SBST,800,8
57129,57119,SBST,800,9
57119,57089,SBST,800,10
57089,59511,SBST,800,11
59511,59309,SBST,800,12
59309,59139,SBST,800,13
59139,59129,SBST,800,14
59129,59109,SBST,800,15
59109,59239,SBST,800,16
59239,59249,SBST,800,17
59249,59171,SBST,800,18
59171,59161,SBST,800,19
59161,59072,SBST,800,20
59072,59009,SBST,800,21
59009,59169,SBST,803,1
59169,59179,SBST,803,2
59179,59389,SBST,803,3
59389,59641,SBST,803,4
59641,59621,SBST,803,5
59621,59181,SBST,803,6
59181,59171,SBST,803,7
59171,59161,SBST,803,8
59161,59072,SBST,803,9
59072,59009,SBST,803,10
59009,59091,SBST,804,1
59091,59239,SBST,804,2
59239,59249,SBST,804,3
59249,59389,SBST,804,4
59389,59399,SBST,804,5
59399,59409,SBST,804,6
59409,59419,SBST,804,7
59419,59639,SBST,804,8
59639,59579,SBST,804,9
59579,59581,SBST,804,10
59581,59471,SBST,804,11
59471,59461,SBST,804,12
59461,59411,SBST,804,13
59411,59401,SBST,804,14
59401,59391,SBST,804,15
59391,59381,SBST,804,16
59381,59241,SBST,804,17
59241,59231,SBST,804,18
59231,59099,SBST,804,19
59099,59073,SBST,804,20
59073,59009,SBST,804,21
59009,59069,SBST,805,1
59069,59341,SBST,805,2
59341,59289,SBST,805,3
59289,59299,SBST,805,4
59299,59449,SBST,805,5
59449,59731,SBST,805,6
59731,59741,SBST,805,7
59741,59751,SBST,805,8
59751,59589,SBST,805,9
59589,59761,SBST,805,10
59761,59719,SBST,805,11
59719,59291,SBST,805,12
59291,59281,SBST,805,13
59281,59349,SBST,805,14
59349,58991,SBST,805,15
58991,59009,SBST,805,16
59009,59169,SBST,806,1
59169,59359,SBST,806,2
59359,59651,SBST,806,3
59651,59451,SBST,806,4
59451,59469,SBST,806,5
59469,59591,SBST,806,6
59591,59601,SBST,806,7
59601,59649,SBST,806,8
59649,59399,SBST,806,9
59399,59409,SBST,806,10
59409,59419,SBST,806,11
59419,59459,SBST,806,12
59459,59351,SBST,806,13
59351,59161,SBST,806,14
59161,59072,SBST,806,15
59072,59009,SBST,806,16
59009,59169,SBST,807,1
59169,59179,SBST,807,2
59179,59389,SBST,807,3
59389,59399,SBST,807,4
59399,59409,SBST,807,5
59409,59419,SBST,807,6
59419,59639,SBST,807,7
59639,59579,SBST,807,8
59579,59761,SBST,807,9
59761,59719,SBST,807,10
59719,59439,SBST,807,11
59439,59429,SBST,807,12
59429,59569,SBST,807,13
59569,59329,SBST,807,14
59329,59089,SBST,807,15
59089,59319,SBST,807,16
59319,59309,SBST,807,17
59309,59111,SBST,807,18
59111,57089,SBST,807,19
57089,59511,SBST,807,20
59511,59311,SBST,807,21
59311,59081,SBST,807,22
59081,59321,SBST,807,23
59321,59561,SBST,807,24
59561,59421,SBST,807,25
59421,59431,SBST,807,26
59431,59711,SBST,807,27
59711,59571,SBST,807,28
59571,59631,SBST,807,29
59631,59411,SBST,807,30
59411,59401,SBST,807,31
59401,59391,SBST,807,32
59391,59381,SBST,807,33
59381,59171,SBST,807,34
59171,59161,SBST,807,35
59161,59072,SBST,807,36
59072,59009,SBST,807,37
59009,59169,SBST,807A,1
59169,59179,SBST,807A,2
59179,59389,SBST,807A,3
59389,59399,SBST,807A,4
59399,59409,SBST,807A,5
59409,59419,SBST,807A,6
59419,59639,SBST,807A,7
59639,59579,SBST,807A,8
59579,59761,SBST,807A,9
59761,59719,SBST,807A,10
59719,59439,SBST,807A,11
59439,59429,SBST,807A,12
59429,59569,SBST,807A,13
67009,67191,SBST,80A,1
67191,67171,SBST,80A,2
67171,65029,SBST,80A,3
65029,65019,SBST,80A,4
65019,64029,SBST,80A,5
64029,64429,SBST,80A,6
64429,64381,SBST,80A,7
64381,64549,SBST,80A,8
64549,64019,SBST,80A,9
64019,63069,SBST,80A,10
63069,63059,SBST,80A,11
63059,63049,SBST,80A,12
63049,63039,SBST,80A,13
63039,63029,SBST,80A,14
63029,63019,SBST,80A,15
63019,62059,SBST,80A,16
62059,62049,SBST,80A,17
62049,62039,SBST,80A,18
62039,62029,SBST,80A,19
62029,62019,SBST,80A,20
62019,70309,SBST,80A,21
70309,70299,SBST,80A,22
70299,70289,SBST,80A,23
70289,70279,SBST,80A,24
70279,70269,SBST,80A,25
70269,70259,SBST,80A,26
70259,81229,SBST,80A,27
81229,81219,SBST,80A,28
81219,81209,SBST,80A,29
81209,81089,SBST,80A,30
75009,76191,SBST,81,1
76191,76201,SBST,81,2
76201,76211,SBST,81,3
76211,76221,SBST,81,4
76221,76231,SBST,81,5
76231,76241,SBST,81,6
76241,98011,SBST,81,7
98011,98091,SBST,81,8
98091,78051,SBST,81,9
78051,78061,SBST,81,10
78061,77051,SBST,81,11
77051,77041,SBST,81,12
77041,77031,SBST,81,13
77031,77021,SBST,81,14
77021,77011,SBST,81,15
77011,77241,SBST,81,16
77241,77231,SBST,81,17
77231,77281,SBST,81,18
77281,77331,SBST,81,19
77331,64229,SBST,81,20
64229,64219,SBST,81,23
64219,64209,SBST,81,24
64209,63241,SBST,81,25
63241,63059,SBST,81,26
63059,63049,SBST,81,27
63049,63039,SBST,81,28
63039,63029,SBST,81,29
63029,63019,SBST,81,30
63019,62149,SBST,81,31
62149,66351,SBST,81,32
66351,66371,SBST,81,33
66371,63149,SBST,81,34
63149,63011,SBST,81,35
63011,63021,SBST,81,36
63021,63031,SBST,81,37
63031,63041,SBST,81,38
63041,63051,SBST,81,39
63051,63249,SBST,81,40
63249,64201,SBST,81,41
64201,64211,SBST,81,42
64211,64221,SBST,81,43
64221,64131,SBST,81,44
64131,77339,SBST,81,45
77339,77289,SBST,81,48
77289,77239,SBST,81,49
77239,77249,SBST,81,50
77249,78049,SBST,81,51
78049,77019,SBST,81,52
77019,77029,SBST,81,53
77029,77039,SBST,81,54
77039,77049,SBST,81,55
77049,77059,SBST,81,56
77059,78069,SBST,81,57
78069,78059,SBST,81,58
78059,98099,SBST,81,59
98099,98019,SBST,81,60
98019,76249,SBST,81,61
76249,76239,SBST,81,62
76239,76229,SBST,81,63
76229,76219,SBST,81,64
76219,76209,SBST,81,65
76209,76199,SBST,81,66
76199,75009,SBST,81,67
59009,59169,SBST,811,1
59169,59179,SBST,811,2
59179,59189,SBST,811,3
59189,59199,SBST,811,4
59199,59209,SBST,811,5
59209,59211,SBST,811,6
59211,59221,SBST,811,7
59221,59261,SBST,811,8
59261,59271,SBST,811,9
59271,57129,SBST,811,10
57129,57119,SBST,811,11
57119,59119,SBST,811,12
59119,59149,SBST,811,13
59149,59159,SBST,811,14
59159,59091,SBST,811,15
59091,59251,SBST,811,16
59251,59229,SBST,811,17
59229,59219,SBST,811,18
59219,59201,SBST,811,19
59201,59191,SBST,811,20
59191,59181,SBST,811,21
59181,59171,SBST,811,22
59171,59161,SBST,811,23
59161,59072,SBST,811,24
59072,59009,SBST,811,25
59009,59069,SBST,811,27
59069,59339,SBST,811,28
59339,59321,SBST,811,29
59321,59561,SBST,811,30
59561,59421,SBST,811,31
59421,59431,SBST,811,32
59431,59449,SBST,811,33
59449,59481,SBST,811,34
59481,59499,SBST,811,35
59499,59501,SBST,811,36
59501,59441,SBST,811,37
59441,59439,SBST,811,38
59439,59429,SBST,811,39
59429,59569,SBST,811,40
59569,59329,SBST,811,41
59329,59331,SBST,811,42
59331,58991,SBST,811,43
58991,59009,SBST,811,44
59009,59169,SBST,811A,1
59169,59179,SBST,811A,2
59179,59189,SBST,811A,3
59189,59199,SBST,811A,4
59199,59209,SBST,811A,5
59209,59211,SBST,811A,6
59211,59221,SBST,811A,7
59221,59261,SBST,811A,8
59261,59271,SBST,811A,9
59271,57129,SBST,811A,10
57129,57119,SBST,811A,11
57119,59119,SBST,811A,12
59119,59149,SBST,811A,13
59149,59159,SBST,811A,14
59009,59169,SBST,812,1
59169,59359,SBST,812,2
59359,59709,SBST,812,3
59709,59349,SBST,812,4
59349,59369,SBST,812,5
59369,59379,SBST,812,6
59379,59291,SBST,812,7
59291,59281,SBST,812,8
59281,59701,SBST,812,9
59701,59351,SBST,812,10
59351,59161,SBST,812,11
59161,59072,SBST,812,12
59072,59009,SBST,812,13
59009,59091,SBST,812,15
59091,59101,SBST,812,16
59101,59121,SBST,812,17
59121,59131,SBST,812,18
59131,59301,SBST,812,19
59301,59311,SBST,812,20
59311,59081,SBST,812,21
59081,59321,SBST,812,22
59321,59561,SBST,812,23
59561,59051,SBST,812,24
59051,59339,SBST,812,25
59339,59089,SBST,812,26
59089,59319,SBST,812,27
59319,59309,SBST,812,28
59309,59139,SBST,812,29
59139,59129,SBST,812,30
59129,59109,SBST,812,31
59109,59099,SBST,812,32
59099,59073,SBST,812,33
59073,59009,SBST,812,34
65009,65201,GAS,82,1
65201,65079,GAS,82,2
65079,65069,GAS,82,3
65069,65059,GAS,82,4
65059,65049,GAS,82,5
65049,65039,GAS,82,6
65039,65029,GAS,82,7
65029,65019,GAS,82,8
65019,64029,GAS,82,9
64029,64429,GAS,82,10
64429,64381,GAS,82,11
64381,64391,GAS,82,12
64391,63351,GAS,82,13
63351,63341,GAS,82,14
63341,63059,GAS,82,15
63059,63049,GAS,82,16
63049,63039,GAS,82,17
63039,63029,GAS,82,18
63029,63019,GAS,82,19
63019,62149,GAS,82,20
62149,66351,GAS,82,21
66351,66371,GAS,82,22
66371,63149,GAS,82,23
63149,63011,GAS,82,24
63011,63021,GAS,82,25
63021,63031,GAS,82,26
63031,63041,GAS,82,27
63041,63051,GAS,82,28
63051,63349,GAS,82,29
63349,63359,GAS,82,30
63359,64399,GAS,82,31
64399,64389,GAS,82,32
64389,64421,GAS,82,33
64421,64021,GAS,82,34
64021,65011,GAS,82,35
65011,65021,GAS,82,36
65021,65031,GAS,82,37
65031,65041,GAS,82,38
65041,65061,GAS,82,39
65061,65071,GAS,82,40
65071,65209,GAS,82,41
65209,65009,GAS,82,42
55509,55171,SMRT,825,1
55171,55029,SMRT,825,2
55029,55349,SMRT,825,3
55349,55339,SMRT,825,4
55339,55351,SMRT,825,5
55351,55371,SMRT,825,6
55371,55381,SMRT,825,7
55381,55361,SMRT,825,8
55361,55331,SMRT,825,9
55331,55341,SMRT,825,10
55341,55021,SMRT,825,11
55021,55179,SMRT,825,12
55179,55189,SMRT,825,13
55189,55509,SMRT,825,14
65009,65221,GAS,83,1
65221,65281,GAS,83,2
65281,65271,GAS,83,3
65271,65261,GAS,83,4
65261,65239,GAS,83,5
65239,65179,GAS,83,6
65179,65169,GAS,83,7
65169,65159,GAS,83,8
65159,65079,GAS,83,9
65079,65069,GAS,83,10
65069,67251,GAS,83,11
67251,67431,GAS,83,12
67431,67411,GAS,83,13
67411,67441,GAS,83,14
67441,67009,GAS,83,15
67009,67449,GAS,83,16
67449,67419,GAS,83,17
67419,67439,GAS,83,18
67439,67259,GAS,83,19
67259,65061,GAS,83,20
65061,65071,GAS,83,21
65071,65151,GAS,83,22
65151,65161,GAS,83,23
65161,65171,GAS,83,24
65171,65231,GAS,83,25
65231,65269,GAS,83,26
65269,65279,GAS,83,27
65279,65289,GAS,83,28
65289,65229,GAS,83,29
65229,65009,GAS,83,30
65009,65221,GAS,84,1
65221,65091,GAS,84,2
65091,65489,GAS,84,3
65489,65469,GAS,84,4
65469,65619,GAS,84,5
65619,65629,GAS,84,6
65629,65639,GAS,84,7
65639,65121,GAS,84,8
65121,65139,GAS,84,9
65139,65129,GAS,84,10
65129,65631,GAS,84,11
65631,65621,GAS,84,12
65621,65611,GAS,84,13
65611,65461,GAS,84,14
65461,65481,GAS,84,15
65481,65099,GAS,84,16
65099,65229,GAS,84,17
65229,65009,GAS,84,18
65009,65221,GAS,85,1
65221,65281,GAS,85,2
65281,65271,GAS,85,3
65271,65261,GAS,85,4
65261,65239,GAS,85,5
65239,65529,GAS,85,6
65529,67529,GAS,85,7
67529,67539,GAS,85,8
67539,67131,GAS,85,9
67131,67141,GAS,85,10
67141,67179,GAS,85,11
67179,67349,GAS,85,12
67349,67449,GAS,85,13
67449,67399,GAS,85,14
67399,67389,GAS,85,15
67389,67549,GAS,85,16
67549,67559,GAS,85,17
67559,67569,GAS,85,18
67569,67579,GAS,85,19
67579,68031,GAS,85,20
68031,68051,GAS,85,21
68051,55281,GAS,85,22
55281,59011,GAS,85,24
59011,59021,GAS,85,25
59021,59031,GAS,85,26
59031,59041,GAS,85,27
59041,59051,GAS,85,28
59051,58991,GAS,85,29
58991,59009,GAS,85,30
59009,59069,GAS,85,1
59069,59059,GAS,85,2
59059,59049,GAS,85,3
59049,59039,GAS,85,4
59039,59029,GAS,85,5
59029,59019,GAS,85,6
59019,55289,GAS,85,7
55289,68059,GAS,85,8
68059,68049,GAS,85,11
68049,68039,GAS,85,12
68039,67571,GAS,85,13
67571,67561,GAS,85,14
67561,67551,GAS,85,15
67551,67541,GAS,85,16
67541,67381,GAS,85,17
67381,67391,GAS,85,18
67391,67441,GAS,85,19
67441,67341,GAS,85,20
67341,67171,GAS,85,21
67171,67139,GAS,85,22
67139,67531,GAS,85,23
67531,67521,GAS,85,24
67521,65521,GAS,85,25
65521,65231,GAS,85,26
65231,65269,GAS,85,27
65269,65279,GAS,85,28
65279,65289,GAS,85,29
65289,65229,GAS,85,30
65229,65009,GAS,85,31
59581,59471,SBST,850E,1
59471,59461,SBST,850E,2
59461,59639,SBST,850E,3
59639,59579,SBST,850E,4
59579,59761,SBST,850E,5
59761,59719,SBST,850E,6
59719,59439,SBST,850E,7
59439,59429,SBST,850E,8
59429,8057,SBST,850E,9
8057,8069,SBST,850E,18
8069,4179,SBST,850E,19
4179,2049,SBST,850E,20
2049,2119,SBST,850E,21
2119,3019,SBST,850E,22
