Source,Target,Operator,ServiceNo,StopSequence
10151,10161,SBST,16,44
10161,10171,SBST,16,45
10171,10359,SBST,16,46
10359,10349,SBST,16,47
10349,10009,SBST,16,48
10009,10341,SBST,16,1
10341,10351,SBST,16,2
10351,10179,SBST,16,3
10179,10169,SBST,16,4
10169,10149,SBST,16,5
10149,6071,SBST,16,6
6071,6081,SBST,16,7
6081,6131,SBST,16,8
6131,13121,SBST,16,9
13121,13141,SBST,16,10
13141,13191,SBST,16,11
13191,9048,SBST,16,12
9048,9038,SBST,16,13
9038,8138,SBST,16,14
8138,8057,SBST,16,15
8057,8069,SBST,16,16
8069,4179,SBST,16,17
4179,2049,SBST,16,18
2049,80151,SBST,16,19
80151,80161,SBST,16,20
80161,80211,SBST,16,21
80211,80149,SBST,16,22
80149,81171,SBST,16,23
81171,81181,SBST,16,24
81181,81191,SBST,16,25
81191,82121,SBST,16,26
82121,82131,SBST,16,27
82131,92179,SBST,16,28
92179,92189,SBST,16,29
92189,92051,SBST,16,30
92051,92061,SBST,16,31
92061,92239,SBST,16,32
92239,92071,SBST,16,33
92071,92081,SBST,16,34
92081,93011,SBST,16,35
93011,93021,SBST,16,36
93021,93121,SBST,16,37
93121,93071,SBST,16,38
93071,93081,SBST,16,39
93081,93091,SBST,16,40
93091,84159,SBST,16,41
84159,84121,SBST,16,42
84121,84131,SBST,16,43
84131,84009,SBST,16,44
28009,28441,SBST,160,1
28441,28071,SBST,160,3
28071,28081,SBST,160,4
28081,28281,SBST,160,5
28281,28291,SBST,160,6
28291,43459,SBST,160,7
43459,43761,SBST,160,8
43761,43751,SBST,160,9
43751,43781,SBST,160,10
43781,43771,SBST,160,11
43771,43671,SBST,160,12
43671,44171,SBST,160,13
44171,44161,SBST,160,14
44161,44151,SBST,160,15
44151,44131,SBST,160,16
44131,44141,SBST,160,17
44141,44041,SBST,160,18
44041,44051,SBST,160,19
44051,43991,SBST,160,20
43991,44061,SBST,160,21
44061,45011,SBST,160,22
45011,45021,SBST,160,23
45021,45031,SBST,160,24
45031,45041,SBST,160,25
45041,45051,SBST,160,26
45051,45061,SBST,160,27
45061,45071,SBST,160,28
45071,45091,SBST,160,29
45091,45101,SBST,160,30
45101,45111,SBST,160,31
45111,45121,SBST,160,32
45121,45131,SBST,160,33
45131,46389,SBST,160,34
46389,46499,SBST,160,35
46499,46519,SBST,160,36
46519,46509,SBST,160,37
46509,46101,SBST,160,38
46101,46211,SBST,160,40
46211,47711,SBST,160,42
47711,46219,SBST,160,43
46219,46109,SBST,160,45
46109,46059,SBST,160,47
46059,46049,SBST,160,48
46049,46039,SBST,160,49
46039,46029,SBST,160,50
46029,45139,SBST,160,51
45139,45129,SBST,160,52
45129,45119,SBST,160,53
45119,45109,SBST,160,54
45109,45099,SBST,160,55
45099,45079,SBST,160,56
45079,45069,SBST,160,57
45069,45059,SBST,160,58
45059,45049,SBST,160,59
45049,45039,SBST,160,60
45039,45029,SBST,160,61
45029,44999,SBST,160,62
44999,45019,SBST,160,63
45019,44069,SBST,160,64
44069,44059,SBST,160,65
44059,44049,SBST,160,66
44049,44149,SBST,160,67
44149,44139,SBST,160,68
44139,44159,SBST,160,69
44159,44169,SBST,160,70
44169,44179,SBST,160,71
44179,43679,SBST,160,72
43679,43779,SBST,160,73
43779,43789,SBST,160,74
43789,43759,SBST,160,75
43759,43769,SBST,160,76
43769,43453,SBST,160,77
43453,28299,SBST,160,78
28299,28289,SBST,160,79
28289,28089,SBST,160,80
28089,28079,SBST,160,81
28079,28449,SBST,160,82
28449,28009,SBST,160,83
28009,28441,SBST,160A,1
28441,28071,SBST,160A,3
28071,28081,SBST,160A,4
28081,28281,SBST,160A,5
28281,28291,SBST,160A,6
28291,43459,SBST,160A,7
43459,43761,SBST,160A,8
43761,43751,SBST,160A,9
43751,43781,SBST,160A,10
43781,43771,SBST,160A,11
43771,43671,SBST,160A,12
64009,64389,SBST,161,1
64389,64379,SBST,161,2
64379,64369,SBST,161,3
64369,64359,SBST,161,4
64359,64349,SBST,161,5
64349,64411,SBST,161,6
64411,64601,SBST,161,7
64601,64611,SBST,161,8
64611,64469,SBST,161,9
64469,64629,SBST,161,10
64629,67459,SBST,161,11
67459,67469,SBST,161,12
67469,67279,SBST,161,13
67279,67449,SBST,161,14
67449,67401,SBST,161,15
67401,67101,SBST,161,16
67101,65061,SBST,161,17
65061,46229,SBST,161,18
46229,46339,SBST,161,21
46339,46639,SBST,161,22
46639,46009,SBST,161,23
46009,46631,SBST,161,1
46631,46331,SBST,161,2
46331,46221,SBST,161,3
46221,65069,SBST,161,4
65069,65059,SBST,161,7
65059,67109,SBST,161,8
67109,67409,SBST,161,9
67409,67441,SBST,161,10
67441,67271,SBST,161,11
67271,67461,SBST,161,12
67461,67451,SBST,161,13
67451,64621,SBST,161,14
64621,64461,SBST,161,15
64461,64619,SBST,161,16
64619,64609,SBST,161,17
64609,64419,SBST,161,18
64419,64341,SBST,161,19
64341,64351,SBST,161,20
64351,64361,SBST,161,21
64361,64371,SBST,161,22
64371,64381,SBST,161,23
64381,64009,SBST,161,24
55509,55209,SBST,162,1
55209,54059,SBST,162,2
54059,54049,SBST,162,3
54049,54039,SBST,162,4
54039,54241,SBST,162,5
54241,54339,SBST,162,6
54339,54329,SBST,162,7
54329,54319,SBST,162,8
54319,54531,SBST,162,9
54531,53241,SBST,162,10
53241,53391,SBST,162,11
53391,53381,SBST,162,12
53381,53371,SBST,162,13
53371,53321,SBST,162,14
53321,53331,SBST,162,15
53331,53341,SBST,162,16
53341,53351,SBST,162,17
53351,53361,SBST,162,18
53361,53069,SBST,162,19
53069,53059,SBST,162,20
53059,53049,SBST,162,21
53049,53039,SBST,162,22
53039,53029,SBST,162,23
53029,53019,SBST,162,24
53019,51069,SBST,162,25
51069,51059,SBST,162,26
51059,51049,SBST,162,27
51049,51039,SBST,162,28
51039,51029,SBST,162,29
51029,51019,SBST,162,30
51019,50059,SBST,162,31
50059,50049,SBST,162,32
50049,50037,SBST,162,33
50037,50069,SBST,162,34
50069,40129,SBST,162,35
40129,40189,SBST,162,36
40189,40179,SBST,162,37
40179,9219,SBST,162,38
9219,9047,SBST,162,39
9047,9037,SBST,162,40
9037,8138,SBST,162,41
8138,8057,SBST,162,42
8057,8069,SBST,162,43
8069,4179,SBST,162,44
4179,2049,SBST,162,45
2049,2119,SBST,162,46
2119,3019,SBST,162,47
3019,3059,SBST,162,48
3059,3129,SBST,162,49
3129,3218,SBST,162,50
3218,3239,SBST,162,51
3239,3222,SBST,162,1
3222,3111,SBST,162,2
3111,3031,SBST,162,3
3031,3011,SBST,162,4
3011,2111,SBST,162,5
2111,4111,SBST,162,6
4111,4121,SBST,162,7
4121,8041,SBST,162,8
8041,8031,SBST,162,9
8031,8111,SBST,162,10
8111,8121,SBST,162,11
8121,9011,SBST,162,12
9011,9023,SBST,162,13
9023,9212,SBST,162,14
9212,40171,SBST,162,15
40171,40181,SBST,162,16
40181,40121,SBST,162,17
40121,50061,SBST,162,18
50061,50031,SBST,162,19
50031,50041,SBST,162,20
50041,50051,SBST,162,21
50051,51011,SBST,162,22
51011,51021,SBST,162,23
51021,51031,SBST,162,24
51031,51041,SBST,162,25
51041,51051,SBST,162,26
51051,51071,SBST,162,27
51071,53011,SBST,162,28
53011,53021,SBST,162,29
53021,53041,SBST,162,30
53041,53051,SBST,162,31
53051,53061,SBST,162,32
53061,53369,SBST,162,33
53369,53359,SBST,162,34
53359,53349,SBST,162,35
53349,53339,SBST,162,36
53339,53329,SBST,162,37
53329,53379,SBST,162,38
53379,53389,SBST,162,39
53389,53399,SBST,162,40
53399,53249,SBST,162,41
53249,54539,SBST,162,42
54539,54311,SBST,162,43
54311,54321,SBST,162,44
54321,54331,SBST,162,45
54331,54247,SBST,162,46
54247,54031,SBST,162,47
54031,54041,SBST,162,48
54041,54051,SBST,162,49
54051,55201,SBST,162,50
55201,55509,SBST,162,51
55509,55209,SBST,162M,1
55209,54059,SBST,162M,2
54059,54049,SBST,162M,3
54049,54039,SBST,162M,4
54039,54241,SBST,162M,5
54241,54339,SBST,162M,6
54339,54329,SBST,162M,7
54329,54319,SBST,162M,8
54319,54531,SBST,162M,9
54531,53241,SBST,162M,10
53241,53391,SBST,162M,11
53391,53381,SBST,162M,12
53381,53371,SBST,162M,13
53371,53321,SBST,162M,14
53321,53331,SBST,162M,15
53331,53341,SBST,162M,16
53341,53351,SBST,162M,17
53351,53361,SBST,162M,18
53361,53069,SBST,162M,19
53069,53059,SBST,162M,20
53059,53049,SBST,162M,21
53049,53039,SBST,162M,22
53039,53029,SBST,162M,23
53029,53019,SBST,162M,24
53019,51069,SBST,162M,25
51069,51059,SBST,162M,26
51059,51049,SBST,162M,27
51049,51039,SBST,162M,28
51039,51029,SBST,162M,29
51029,51019,SBST,162M,30
51019,50059,SBST,162M,31
50059,50049,SBST,162M,32
50049,50037,SBST,162M,33
50037,50069,SBST,162M,34
50069,40129,SBST,162M,35
40129,40189,SBST,162M,36
40189,40179,SBST,162M,37
40179,9219,SBST,162M,38
9219,9047,SBST,162M,39
9047,9037,SBST,162M,40
9037,8138,SBST,162M,41
8138,8057,SBST,162M,42
8057,8069,SBST,162M,43
8069,4179,SBST,162M,44
4179,2049,SBST,162M,45
2049,2151,SBST,162M,46
2151,2161,SBST,162M,47
2161,2171,SBST,162M,48
2171,2051,SBST,162M,49
2051,2061,SBST,162M,50
2061,4111,SBST,162M,51
4111,4121,SBST,162M,52
4121,8041,SBST,162M,53
8041,8031,SBST,162M,54
8031,8111,SBST,162M,55
8111,8121,SBST,162M,56
8121,9011,SBST,162M,57
9011,9023,SBST,162M,58
9023,9212,SBST,162M,59
9212,40171,SBST,162M,60
40171,40181,SBST,162M,61
40181,40121,SBST,162M,62
40121,50061,SBST,162M,63
50061,50031,SBST,162M,64
50031,50041,SBST,162M,65
50041,50051,SBST,162M,66
50051,51011,SBST,162M,67
51011,51021,SBST,162M,68
51021,51031,SBST,162M,69
51031,51041,SBST,162M,70
51041,51051,SBST,162M,71
51051,51071,SBST,162M,72
51071,53011,SBST,162M,73
53011,53021,SBST,162M,74
53021,53041,SBST,162M,75
53041,53051,SBST,162M,76
53051,53061,SBST,162M,77
53061,53369,SBST,162M,78
53369,53359,SBST,162M,79
53359,53349,SBST,162M,80
53349,53339,SBST,162M,81
53339,53329,SBST,162M,82
53329,53379,SBST,162M,83
53379,53389,SBST,162M,84
53389,53399,SBST,162M,85
53399,53249,SBST,162M,86
53249,54539,SBST,162M,87
54539,54311,SBST,162M,88
54311,54321,SBST,162M,89
54321,54331,SBST,162M,90
54331,54247,SBST,162M,91
54247,54031,SBST,162M,92
54031,54041,SBST,162M,93
54041,54051,SBST,162M,94
54051,55201,SBST,162M,95
55201,55509,SBST,162M,96
67009,67189,SBST,163,1
67189,67101,SBST,163,2
67101,65049,SBST,163,3
65049,65039,SBST,163,4
65039,65029,SBST,163,5
65029,67219,SBST,163,6
67219,67269,SBST,163,7
67269,67339,SBST,163,8
67339,67299,SBST,163,9
67299,67309,SBST,163,10
67309,67329,SBST,163,11
67329,67479,SBST,163,12
67479,67489,SBST,163,13
67489,67499,SBST,163,14
67499,67281,SBST,163,15
67281,67651,SBST,163,16
67651,67039,SBST,163,17
67039,67029,SBST,163,18
67029,67019,SBST,163,19
67019,55109,SBST,163,20
55109,55089,SBST,163,21
55089,55079,SBST,163,22
55079,55059,SBST,163,23
55059,55049,SBST,163,24
55049,55039,SBST,163,25
55039,55029,SBST,163,26
55029,55019,SBST,163,27
55019,56209,SBST,163,28
56209,56199,SBST,163,29
56199,56039,SBST,163,30
56039,56029,SBST,163,31
56029,56019,SBST,163,32
56019,53099,SBST,163,33
53099,53089,SBST,163,34
53089,53079,SBST,163,35
53079,53069,SBST,163,36
53069,53059,SBST,163,37
53059,53049,SBST,163,38
53049,53039,SBST,163,39
53039,53029,SBST,163,40
53029,53019,SBST,163,41
53019,51131,SBST,163,42
51131,52011,SBST,163,43
52011,52021,SBST,163,44
52021,52031,SBST,163,45
52031,52361,SBST,163,46
52361,52279,SBST,163,47
52279,52269,SBST,163,48
52269,52501,SBST,163,49
52501,52009,SBST,163,50
52009,52509,SBST,163,1
52509,52261,SBST,163,2
52261,52271,SBST,163,3
52271,52369,SBST,163,4
52369,52039,SBST,163,5
52039,52029,SBST,163,6
52029,52019,SBST,163,7
52019,51139,SBST,163,8
51139,53011,SBST,163,9
53011,53021,SBST,163,10
53021,53041,SBST,163,11
53041,53051,SBST,163,12
53051,53061,SBST,163,13
53061,53071,SBST,163,14
53071,53081,SBST,163,15
53081,53091,SBST,163,16
53091,56021,SBST,163,17
56021,56031,SBST,163,18
56031,56191,SBST,163,19
56191,56201,SBST,163,20
56201,55011,SBST,163,21
55011,55021,SBST,163,22
55021,55031,SBST,163,23
55031,55041,SBST,163,24
55041,55051,SBST,163,25
55051,55071,SBST,163,26
55071,55081,SBST,163,27
55081,55101,SBST,163,28
55101,67011,SBST,163,29
67011,67021,SBST,163,30
67021,67659,SBST,163,31
67659,67289,SBST,163,32
67289,67491,SBST,163,33
67491,67481,SBST,163,34
67481,67471,SBST,163,35
67471,67321,SBST,163,36
67321,67301,SBST,163,37
67301,67291,SBST,163,38
67291,67331,SBST,163,39
67331,67261,SBST,163,40
67261,67211,SBST,163,41
67211,65021,SBST,163,42
65021,65031,SBST,163,43
65031,65041,SBST,163,44
65041,67109,SBST,163,45
67109,67009,SBST,163,46
67009,67189,SBST,163A,1
67189,67101,SBST,163A,2
67101,65049,SBST,163A,3
65049,65039,SBST,163A,4
65039,65029,SBST,163A,5
65029,67219,SBST,163A,6
67219,67269,SBST,163A,7
67269,67339,SBST,163A,8
67339,67299,SBST,163A,9
67299,67309,SBST,163A,10
67309,67329,SBST,163A,11
67329,67479,SBST,163A,12
67479,67489,SBST,163A,13
67489,67499,SBST,163A,14
67499,67281,SBST,163A,15
67281,67651,SBST,163A,16
64009,64551,SBST,165,1
64551,64529,SBST,165,2
64529,64339,SBST,165,3
64339,63379,SBST,165,4
63379,63389,SBST,165,5
63389,63399,SBST,165,6
63399,63319,SBST,165,7
63319,66109,SBST,165,8
66109,66339,SBST,165,9
66339,66349,SBST,165,10
66349,54309,SBST,165,11
54309,54299,SBST,165,12
54299,54289,SBST,165,13
54289,54279,SBST,165,14
54279,54269,SBST,165,15
54269,54248,SBST,165,16
54248,54239,SBST,165,17
54239,54229,SBST,165,18
54229,54219,SBST,165,19
54219,54069,SBST,165,20
54069,56269,SBST,165,21
56269,53099,SBST,165,22
53099,53089,SBST,165,23
53089,53079,SBST,165,24
53079,53069,SBST,165,25
53069,53059,SBST,165,26
53059,53049,SBST,165,27
53049,53039,SBST,165,28
53039,53029,SBST,165,29
53029,53019,SBST,165,30
53019,51079,SBST,165,31
51079,51119,SBST,165,32
51119,40269,SBST,165,33
40269,40259,SBST,165,34
40259,41159,SBST,165,35
41159,41169,SBST,165,36
41169,41139,SBST,165,37
41139,41129,SBST,165,38
41129,41119,SBST,165,39
41119,41109,SBST,165,40
41109,11119,SBST,165,41
11119,11109,SBST,165,42
11109,11099,SBST,165,43
11099,11231,SBST,165,44
11231,11261,SBST,165,45
11261,11271,SBST,165,46
11271,11281,SBST,165,47
11281,11291,SBST,165,48
11291,12021,SBST,165,49
12021,12031,SBST,165,50
12031,12041,SBST,165,51
12041,12051,SBST,165,52
12051,12111,SBST,165,53
12111,17119,SBST,165,54
17119,17109,SBST,165,55
17109,17151,SBST,165,56
17151,17161,SBST,165,57
17161,17171,SBST,165,58
17171,17009,SBST,165,59
17009,17239,SBST,165,1
17239,17159,SBST,165,2
17159,17101,SBST,165,3
17101,12119,SBST,165,4
12119,12059,SBST,165,5
12059,12049,SBST,165,6
12049,12039,SBST,165,7
12039,12029,SBST,165,8
12029,11299,SBST,165,9
11299,11289,SBST,165,10
11289,11279,SBST,165,11
11279,11269,SBST,165,12
11269,11239,SBST,165,13
11239,11091,SBST,165,14
11091,11101,SBST,165,15
11101,11111,SBST,165,16
11111,41101,SBST,165,17
41101,41111,SBST,165,18
41111,41121,SBST,165,19
41121,41131,SBST,165,20
41131,41141,SBST,165,21
41141,41151,SBST,165,22
41151,40251,SBST,165,23
40251,40261,SBST,165,24
40261,51111,SBST,165,25
51111,51071,SBST,165,26
51071,53011,SBST,165,27
53011,53021,SBST,165,28
53021,53041,SBST,165,29
53041,53051,SBST,165,30
53051,53061,SBST,165,31
53061,53071,SBST,165,32
53071,53081,SBST,165,33
53081,53091,SBST,165,34
53091,56261,SBST,165,35
56261,54061,SBST,165,36
54061,54211,SBST,165,37
54211,54221,SBST,165,38
54221,54231,SBST,165,39
54231,54241,SBST,165,40
54241,54261,SBST,165,41
54261,54271,SBST,165,42
54271,54281,SBST,165,43
54281,54291,SBST,165,44
54291,54301,SBST,165,45
54301,66341,SBST,165,46
66341,66331,SBST,165,47
66331,66101,SBST,165,48
66101,63311,SBST,165,49
63311,63391,SBST,165,50
63391,63381,SBST,165,51
63381,63371,SBST,165,52
63371,64331,SBST,165,53
64331,64521,SBST,165,54
64521,64559,SBST,165,55
64559,64009,SBST,165,56
54009,54248,SBST,166,1
54248,54239,SBST,166,2
54239,54229,SBST,166,3
54229,54219,SBST,166,4
54219,54069,SBST,166,5
54069,56269,SBST,166,6
56269,53099,SBST,166,7
53099,53089,SBST,166,8
53089,53079,SBST,166,9
53079,53069,SBST,166,10
53069,53059,SBST,166,11
53059,53049,SBST,166,12
53049,53039,SBST,166,13
53039,53029,SBST,166,14
53029,53019,SBST,166,15
53019,51069,SBST,166,16
51069,51059,SBST,166,17
51059,51049,SBST,166,18
51049,51039,SBST,166,19
51039,51029,SBST,166,20
51029,51019,SBST,166,21
51019,50059,SBST,166,22
50059,50049,SBST,166,23
50049,50038,SBST,166,24
50038,50029,SBST,166,25
50029,50019,SBST,166,26
50019,40109,SBST,166,27
40109,40019,SBST,166,28
40019,7539,SBST,166,29
7539,7518,SBST,166,30
7518,4019,SBST,166,31
4019,4167,SBST,166,32
4167,4249,SBST,166,33
4249,5029,SBST,166,34
5029,5199,SBST,166,35
5199,5189,SBST,166,36
5189,5259,SBST,166,37
5259,5239,SBST,166,38
5239,10021,SBST,166,39
10021,10041,SBST,166,40
10041,10399,SBST,166,41
10399,14221,SBST,166,42
14221,14231,SBST,166,43
14231,14019,SBST,166,44
14019,14141,SBST,166,45
14141,14121,SBST,166,46
14121,14131,SBST,166,47
14131,14151,SBST,166,48
14151,14161,SBST,166,49
14161,14171,SBST,166,50
14171,15041,SBST,166,51
15041,15051,SBST,166,52
15051,18011,SBST,166,53
18011,18041,SBST,166,54
18041,18131,SBST,166,55
18131,18101,SBST,166,56
18101,18121,SBST,166,57
18121,18119,SBST,166,58
18119,19089,SBST,166,59
19089,19091,SBST,166,60
19091,19021,SBST,166,61
19021,19031,SBST,166,62
19031,19041,SBST,166,63
19041,17151,SBST,166,64
17151,17161,SBST,166,65
17161,17171,SBST,166,66
17171,17009,SBST,166,67
17009,17239,SBST,166,1
17239,17159,SBST,166,2
17159,19049,SBST,166,3
19049,19039,SBST,166,4
19039,19029,SBST,166,5
19029,19099,SBST,166,6
19099,19071,SBST,166,7
19071,19081,SBST,166,8
19081,18111,SBST,166,9
18111,18129,SBST,166,10
18129,18109,SBST,166,11
18109,18049,SBST,166,12
18049,18019,SBST,166,13
18019,15059,SBST,166,14
15059,15049,SBST,166,15
15049,14189,SBST,166,16
14189,14179,SBST,166,17
14179,14169,SBST,166,18
14169,14159,SBST,166,19
14159,14139,SBST,166,20
14139,14129,SBST,166,21
14129,14119,SBST,166,22
14119,14011,SBST,166,23
14011,14239,SBST,166,24
14239,14229,SBST,166,25
14229,10391,SBST,166,26
10391,10049,SBST,166,27
10049,10017,SBST,166,28
10017,10018,SBST,166,29
10018,5012,SBST,166,30
5012,5022,SBST,166,31
5022,4222,SBST,166,32
4222,4223,SBST,166,34
4223,4143,SBST,166,35
4143,4121,SBST,166,36
4121,8079,SBST,166,37
8079,7011,SBST,166,38
7011,7021,SBST,166,39
7021,40011,SBST,166,40
40011,40101,SBST,166,41
40101,50011,SBST,166,42
50011,50021,SBST,166,43
50021,50031,SBST,166,44
50031,50041,SBST,166,45
50041,50051,SBST,166,46
50051,51011,SBST,166,47
51011,51021,SBST,166,48
51021,51031,SBST,166,49
51031,51041,SBST,166,50
51041,51051,SBST,166,51
51051,51071,SBST,166,52
51071,53011,SBST,166,53
53011,53021,SBST,166,54
53021,53041,SBST,166,55
53041,53051,SBST,166,56
53051,53061,SBST,166,57
53061,53071,SBST,166,58
53071,53081,SBST,166,59
53081,53091,SBST,166,60
53091,56261,SBST,166,61
56261,54061,SBST,166,62
54061,54211,SBST,166,63
54211,54221,SBST,166,64
54221,54231,SBST,166,65
54231,54241,SBST,166,66
54241,54009,SBST,166,67
58009,58151,SMRT,167,1
58151,58331,SMRT,167,2
58331,58029,SMRT,167,3
58029,58019,SMRT,167,4
58019,57139,SMRT,167,5
57139,57129,SMRT,167,6
57129,57119,SMRT,167,7
57119,57089,SMRT,167,8
57089,57079,SMRT,167,9
57079,57069,SMRT,167,10
57069,57059,SMRT,167,11
57059,57049,SMRT,167,12
57049,57039,SMRT,167,13
57039,57029,SMRT,167,14
57029,57019,SMRT,167,15
57019,56099,SMRT,167,16
56099,56089,SMRT,167,17
56089,56079,SMRT,167,18
56079,56069,SMRT,167,19
56069,56059,SMRT,167,20
56059,56049,SMRT,167,21
56049,56039,SMRT,167,22
56039,56029,SMRT,167,23
56029,56019,SMRT,167,24
56019,53099,SMRT,167,25
53099,53089,SMRT,167,26
53089,53079,SMRT,167,27
53079,53069,SMRT,167,28
53069,53059,SMRT,167,29
53059,53049,SMRT,167,30
53049,53039,SMRT,167,31
53039,53029,SMRT,167,32
53029,53019,SMRT,167,33
53019,51069,SMRT,167,34
51069,51059,SMRT,167,35
51059,51049,SMRT,167,36
51049,51039,SMRT,167,37
51039,51029,SMRT,167,38
51029,51019,SMRT,167,39
51019,50059,SMRT,167,40
50059,50049,SMRT,167,41
50049,50037,SMRT,167,42
50037,50069,SMRT,167,43
50069,40129,SMRT,167,44
40129,40189,SMRT,167,45
40189,40179,SMRT,167,46
40179,9219,SMRT,167,47
9219,9047,SMRT,167,48
9047,9037,SMRT,167,49
9037,8138,SMRT,167,50
8138,8057,SMRT,167,51
8057,8069,SMRT,167,52
8069,4179,SMRT,167,53
4179,2049,SMRT,167,54
2049,2029,SMRT,167,55
2029,3019,SMRT,167,56
3019,3059,SMRT,167,57
3059,3129,SMRT,167,58
3129,3218,SMRT,167,59
3218,5631,SMRT,167,60
5631,5521,SMRT,167,61
5521,10021,SMRT,167,62
10021,10041,SMRT,167,63
10041,10051,SMRT,167,64
10051,10061,SMRT,167,65
10061,10071,SMRT,167,66
10071,10501,SMRT,167,67
10501,10081,SMRT,167,68
10081,10009,SMRT,167,69
10009,10089,SMRT,167,1
10089,10079,SMRT,167,2
10079,10069,SMRT,167,3
10069,10059,SMRT,167,4
10059,10049,SMRT,167,5
10049,10017,SMRT,167,6
10017,5519,SMRT,167,7
5519,5629,SMRT,167,8
5629,3223,SMRT,167,9
3223,3151,SMRT,167,10
3151,3021,SMRT,167,11
3021,3011,SMRT,167,12
3011,2111,SMRT,167,13
2111,4111,SMRT,167,14
4111,4121,SMRT,167,15
4121,8041,SMRT,167,16
8041,8031,SMRT,167,17
8031,8111,SMRT,167,18
8111,8121,SMRT,167,19
8121,9011,SMRT,167,20
9011,9023,SMRT,167,23
9023,9212,SMRT,167,24
9212,40171,SMRT,167,25
40171,40181,SMRT,167,26
40181,40121,SMRT,167,27
40121,50061,SMRT,167,28
50061,50031,SMRT,167,29
50031,50041,SMRT,167,30
50041,50051,SMRT,167,31
50051,51011,SMRT,167,32
51011,51021,SMRT,167,33
51021,51031,SMRT,167,34
51031,51041,SMRT,167,35
51041,51051,SMRT,167,36
51051,51071,SMRT,167,37
51071,53011,SMRT,167,38
53011,53021,SMRT,167,39
53021,53041,SMRT,167,40
53041,53051,SMRT,167,41
53051,53061,SMRT,167,42
53061,53071,SMRT,167,43
53071,53081,SMRT,167,44
53081,53091,SMRT,167,45
53091,56021,SMRT,167,46
56021,56031,SMRT,167,47
56031,56041,SMRT,167,48
56041,56051,SMRT,167,49
56051,56061,SMRT,167,50
56061,56071,SMRT,167,51
56071,56081,SMRT,167,52
56081,56091,SMRT,167,53
56091,57011,SMRT,167,54
57011,57021,SMRT,167,55
57021,57031,SMRT,167,56
57031,57041,SMRT,167,57
57041,57051,SMRT,167,58
57051,57061,SMRT,167,59
57061,57071,SMRT,167,60
57071,57081,SMRT,167,61
57081,57111,SMRT,167,62
57111,57121,SMRT,167,63
57121,57131,SMRT,167,64
57131,58011,SMRT,167,65
58011,58021,SMRT,167,66
58021,58339,SMRT,167,67
58339,58159,SMRT,167,68
58159,58009,SMRT,167,69
58009,58151,SMRT,167e,1
58151,58331,SMRT,167e,2
58331,58029,SMRT,167e,3
58029,58019,SMRT,167e,4
58019,57139,SMRT,167e,5
57139,57129,SMRT,167e,6
57129,57119,SMRT,167e,7
57119,57089,SMRT,167e,8
57089,57079,SMRT,167e,9
57079,57069,SMRT,167e,10
57069,57059,SMRT,167e,11
57059,57049,SMRT,167e,12
57049,57039,SMRT,167e,13
57039,57029,SMRT,167e,14
57029,57019,SMRT,167e,15
57019,56099,SMRT,167e,16
56099,50069,SMRT,167e,17
50069,40129,SMRT,167e,18
40129,40189,SMRT,167e,19
40189,40179,SMRT,167e,20
40179,9219,SMRT,167e,21
9219,9047,SMRT,167e,22
9047,9037,SMRT,167e,23
9037,8138,SMRT,167e,24
8138,8057,SMRT,167e,25
8057,8069,SMRT,167e,26
8069,4179,SMRT,167e,27
4179,2049,SMRT,167e,28
2049,3019,SMRT,167e,29
3019,3059,SMRT,167e,30
3059,3129,SMRT,167e,31
3129,3218,SMRT,167e,32
